DATE_FORMAT,DATE,INT ARRIVALS 04,INT ARRIVALS 22,INT ARRIVALS TTL,INT DEPARTURES 04,INT DEPARTURES 22,INT DEPARTURES TTL,LOCAL ARRIVALS 04,LOCAL ARRIVALS 22,LOCAL ARRIVALS TTL,LOCAL DEPARTURES 04,LOCAL DEPARTURES 22,LOCAL DEPARTURES TTL,TRANSITS FXD,TRANSITS HEL,TRANSITS TTL,HELI LND,HELI TO,HELI TTL,T/G,Grant Total,YEAR,MONTH
2018-11-13,13,4.0,7.0,11,0.0,13.0,13,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,8.0,8.0,16,7.0,49,2018,NOV
2018-11-14,14,0.0,38.0,38,0.0,39.0,39,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,7.0,7.0,14,0.0,95,2018,NOV
2018-11-15,15,12.0,1.0,13,9.0,3.0,12,1.0,0.0,1,1.0,0.0,1,2.0,0.0,2,18.0,18.0,36,1.0,66,2018,NOV
2018-11-16,16,2.0,9.0,11,0.0,9.0,9,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,1.0,1.0,2,7.0,33,2018,NOV
2018-11-17,17,29.0,1.0,30,28.0,2.0,30,4.0,0.0,4,4.0,0.0,4,3.0,0.0,3,0.0,0.0,0,7.0,78,2018,NOV
2018-11-18,18,23.0,0.0,23,20.0,4.0,24,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,48,2018,NOV
2018-11-19,19,0.0,13.0,13,0.0,12.0,12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6.0,6.0,12,0.0,37,2018,NOV
2018-11-20,20,2.0,9.0,11,1.0,10.0,11,0.0,2.0,2,0.0,2.0,2,1.0,1.0,2,5.0,5.0,10,6.0,44,2018,NOV
2018-11-21,21,4.0,34.0,38,0.0,36.0,36,1.0,1.0,2,1.0,1.0,2,2.0,0.0,2,7.0,7.0,14,2.0,96,2018,NOV
2018-11-22,22,1.0,9.0,10,0.0,12.0,12,0.0,2.0,2,0.0,2.0,2,2.0,1.0,3,8.0,8.0,16,6.0,51,2018,NOV
2018-11-23,23,4.0,5.0,9,0.0,9.0,9,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,2.0,2.0,4,0.0,25,2018,NOV
2018-11-24,24,3.0,24.0,27,0.0,28.0,28,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,0.0,0.0,0,2.0,62,2018,NOV
2018-11-25,25,1.0,18.0,19,0.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,40,2018,NOV
2018-11-26,26,3.0,7.0,10,0.0,10.0,10,0.0,1.0,1,0.0,2.0,2,0.0,0.0,0,11.0,11.0,22,4.0,49,2018,NOV
2018-11-27,27,10.0,0.0,10,7.0,4.0,11,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,13.0,13.0,26,0.0,47,2018,NOV
2018-11-28,28,23.0,4.0,27,13.0,15.0,28,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,4.0,4.0,8,0.0,65,2018,NOV
2018-11-29,29,11.0,4.0,15,4.0,9.0,13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6.0,6.0,12,0.0,40,2018,NOV
2018-11-30,30,0.0,8.0,8,3.0,7.0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,0.0,20,2018,NOV
2018-12-01,1,3.0,15.0,18,0.0,18.0,18,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,0.0,0.0,0,0.0,38,2018,DEC
2018-12-02,2,7.0,11.0,18,2.0,16.0,18,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,38,2018,DEC
2018-12-03,3,10.0,1.0,11,8.0,2.0,10,1.0,0.0,1,1.0,0.0,1,0.0,0.0,0,6.0,6.0,12,0.0,35,2018,DEC
2018-12-04,4,8.0,0.0,8,6.0,3.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.0,18,2018,DEC
2018-12-05,5,9.0,14.0,23,6.0,16.0,22,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6.0,4.0,10,0.0,55,2018,DEC
2018-12-06,6,1.0,6.0,7,0.0,7.0,7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3.0,3.0,6,0.0,20,2018,DEC
2018-12-07,7,0.0,11.0,11,0.0,8.0,8,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,0.0,22,2018,DEC
2018-12-08,8,1.0,19.0,20,0.0,22.0,22,0.0,3.0,3,2.0,1.0,3,4.0,0.0,4,0.0,0.0,0,0.0,52,2018,DEC
2018-12-09,9,0.0,16.0,16,0.0,17.0,17,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,33,2018,DEC
2018-12-10,10,3.0,8.0,11,0.0,10.0,10,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,3.0,3.0,6,0.0,28,2018,DEC
2018-12-11,11,0.0,12.0,12,0.0,10.0,10,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,5.0,5.0,10,0.0,33,2018,DEC
2018-12-12,12,0.0,23.0,23,0.0,23.0,23,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,4.0,3.0,7,0.0,54,2018,DEC
2018-12-13,13,0.0,14.0,14,0.0,12.0,12,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,12.0,12.0,24,0.0,56,2018,DEC
2018-12-14,14,9.0,1.0,10,5.0,6.0,11,2.0,0.0,2,2.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,25,2018,DEC
2018-12-15,15,21.0,0.0,21,20.0,2.0,22,2.0,1.0,3,2.0,1.0,3,2.0,0.0,2,0.0,0.0,0,0.0,51,2018,DEC
2018-12-16,16,16.0,0.0,16,17.0,1.0,18,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,34,2018,DEC
2018-12-17,17,7.0,2.0,9,6.0,3.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3.0,3.0,6,0.0,24,2018,DEC
2018-12-18,18,8.0,5.0,13,5.0,4.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.0,2.0,4,0.0,26,2018,DEC
2018-12-19,19,11.0,15.0,26,8.0,17.0,25,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,1.0,1.0,2,0.0,55,2018,DEC
2018-12-20,20,2.0,11.0,13,1.0,12.0,13,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,5.0,5.0,10,0.0,40,2018,DEC
2018-12-21,21,1.0,9.0,10,0.0,15.0,15,0.0,2.0,2,0.0,2.0,2,3.0,0.0,3,0.0,0.0,0,0.0,32,2018,DEC
2018-12-22,22,2.0,23.0,25,0.0,22.0,22,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,0.0,0.0,0,3.0,60,2018,DEC
2018-12-23,23,1.0,15.0,16,0.0,17.0,17,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,34,2018,DEC
2018-12-24,24,0.0,6.0,6,0.0,6.0,6,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,2.0,15,2018,DEC
2018-12-25,25,0.0,3.0,3,0.0,4.0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,2018,DEC
2018-12-26,26,0.0,23.0,23,0.0,24.0,24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,47,2018,DEC
2018-12-27,27,1.0,10.0,11,0.0,10.0,10,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,5.0,5.0,10,3.0,38,2018,DEC
2018-12-28,28,2.0,7.0,9,0.0,12.0,12,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,22,2018,DEC
2018-12-29,29,7.0,14.0,21,2.0,18.0,20,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,0.0,0.0,0,1.0,47,2018,DEC
2018-12-30,30,0.0,18.0,18,0.0,20.0,20,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,40,2018,DEC
2018-12-31,31,2.0,5.0,7,0.0,6.0,6,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,15,2018,DEC
2019-01-01,1,4.0,4.0,8,1.0,7.0,8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,16,2019,JAN
2019-01-02,2,3.0,22.0,25,0.0,25.0,25,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,51,2019,JAN
2019-01-03,3,0.0,9.0,9,0.0,9.0,9,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,7.0,7.0,14,3.0,40,2019,JAN
2019-01-04,4,0.0,8.0,8,0.0,9.0,9,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,0.0,0.0,0,1.0,22,2019,JAN
2019-01-05,5,1.0,19.0,20,0.0,20.0,20,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,42,2019,JAN
2019-01-06,6,0.0,19.0,19,0.0,16.0,16,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,35,2019,JAN
2019-01-07,7,3.0,7.0,10,0.0,11.0,11,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.0,2.0,4,0.0,25,2019,JAN
2019-01-08,8,0.0,9.0,9,0.0,10.0,10,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,0.0,0.0,0,0.0,23,2019,JAN
2019-01-09,9,1.0,22.0,23,0.0,21.0,21,0.0,3.0,3,0.0,3.0,3,2.0,0.0,2,4.0,4.0,8,0.0,60,2019,JAN
2019-01-10,10,8.0,2.0,10,6.0,4.0,10,1.0,0.0,1,1.0,0.0,1,0.0,0.0,0,6.0,6.0,12,12.0,46,2019,JAN
2019-01-11,11,9.0,1.0,10,6.0,4.0,10,1.0,0.0,1,1.0,0.0,1,1.0,1.0,2,3.0,3.0,6,0.0,30,2019,JAN
2019-01-12,12,21.0,0.0,21,17.0,4.0,21,3.0,0.0,3,3.0,0.0,3,1.0,0.0,1,0.0,0.0,0,3.0,52,2019,JAN
2019-01-13,13,7.0,9.0,16,3.0,14.0,17,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,0.0,35,2019,JAN
2019-01-14,14,0.0,9.0,9,0.0,10.0,10,1.0,0.0,1,1.0,0.0,1,0.0,1.0,1,8.0,8.0,16,3.0,41,2019,JAN
2019-01-15,15,0.0,9.0,9,0.0,7.0,7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,16,2019,JAN
2019-01-16,16,0.0,19.0,19,0.0,21.0,21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5.0,5.0,10,0.0,50,2019,JAN
2019-01-17,17,1.0,7.0,8,0.0,7.0,7,0.0,5.0,5,0.0,5.0,5,2.0,0.0,2,10.0,10.0,20,10.0,57,2019,JAN
2019-01-18,18,4.0,7.0,11,2.0,10.0,12,3.0,1.0,4,1.0,3.0,4,2.0,1.0,3,0.0,0.0,0,3.0,37,2019,JAN
2019-01-19,19,13.0,5.0,18,6.0,14.0,20,1.0,3.0,4,3.0,1.0,4,2.0,1.0,3,0.0,0.0,0,3.0,52,2019,JAN
2019-01-20,20,12.0,2.0,14,11.0,3.0,14,1.0,0.0,1,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,30,2019,JAN
2019-01-21,21,11.0,1.0,12,6.0,1.0,7,3.0,0.0,3,3.0,0.0,3,0.0,1.0,1,6.0,6.0,12,11.0,49,2019,JAN
2019-01-22,22,1.0,7.0,8,2.0,9.0,11,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,6.0,6.0,12,0.0,34,2019,JAN
2019-01-23,23,22.0,1.0,23,19.0,4.0,23,2.0,0.0,2,1.0,1.0,2,1.0,0.0,1,7.0,7.0,14,2.0,67,2019,JAN
2019-01-24,24,3.0,6.0,9,4.0,3.0,7,1.0,1.0,2,2.0,0.0,2,0.0,0.0,0,9.0,9.0,18,0.0,38,2019,JAN
2019-01-25,25,6.0,3.0,9,2.0,8.0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,19,2019,JAN
2019-01-26,26,17.0,5.0,22,11.0,10.0,21,4.0,0.0,4,4.0,0.0,4,1.0,0.0,1,0.0,0.0,0,6.0,58,2019,JAN
2019-01-27,27,2.0,14.0,16,0.0,15.0,15,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,5.0,5.0,10,0.0,44,2019,JAN
2019-01-28,28,2.0,6.0,8,0.0,8.0,8,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,4.0,4.0,8,0.0,27,2019,JAN
2019-01-29,29,9.0,0.0,9,6.0,4.0,10,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,10.0,10.0,20,4.0,46,2019,JAN
2019-01-30,30,6.0,14.0,20,2.0,17.0,19,0.0,1.0,1,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,41,2019,JAN
2019-01-31,31,0.0,7.0,7,0.0,6.0,6,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,10.0,10.0,20,0.0,37,2019,JAN
2019-02-01,1,1.0,8.0,9,0.0,8.0,8,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,2.0,2.0,4,0.0,26,2019,FEB
2019-02-02,2,2.0,21.0,23,0.0,23.0,23,0.0,8.0,8,0.0,8.0,8,3.0,0.0,3,0.0,0.0,0,23.0,88,2019,FEB
2019-02-03,3,11.0,8.0,19,3.0,18.0,21,2.0,3.0,5,3.0,2.0,5,0.0,0.0,0,0.0,0.0,0,31.0,81,2019,FEB
2019-02-04,4,9.0,1.0,10,4.0,6.0,10,0.0,4.0,4,4.0,0.0,4,0.0,0.0,0,9.0,9.0,18,0.0,46,2019,FEB
2019-02-05,5,6.0,3.0,9,8.0,2.0,10,2.0,0.0,2,2.0,0.0,2,2.0,0.0,2,12.0,12.0,24,2.0,51,2019,FEB
2019-02-06,6,21.0,1.0,22,20.0,2.0,22,2.0,0.0,2,2.0,0.0,2,0.0,0.0,0,6.0,6.0,12,6.0,66,2019,FEB
2019-02-07,7,3.0,5.0,8,0.0,7.0,7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,13.0,13.0,26,0.0,41,2019,FEB
2019-02-08,8,12.0,0.0,12,9.0,3.0,12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,0.0,26,2019,FEB
2019-02-09,9,0.0,21.0,21,0.0,22.0,22,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,1.0,1.0,2,0.0,50,2019,FEB
2019-02-10,10,1.0,14.0,15,0.0,15.0,15,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,31,2019,FEB
2019-02-11,11,2.0,7.0,9,0.0,10.0,10,0.0,1.0,1,0.0,1.0,1,1.0,1.0,2,6.0,6.0,12,0.0,35,2019,FEB
2019-02-12,12,2.0,10.0,12,9.0,3.0,12,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,4.0,4.0,8,0.0,33,2019,FEB
2019-02-13,13,16.0,6.0,22,15.0,6.0,21,1.0,0.0,1,1.0,0.0,1,0.0,0.0,0,8.0,8.0,16,0.0,61,2019,FEB
2019-02-14,14,3.0,8.0,11,0.0,11.0,11,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,22,2019,FEB
2019-02-15,15,8.0,2.0,10,6.0,6.0,12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,22,2019,FEB
2019-02-16,16,1.0,22.0,23,0.0,22.0,22,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,47,2019,FEB
2019-02-17,17,12.0,7.0,19,8.0,12.0,20,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,39,2019,FEB
2019-02-18,18,2.0,10.0,12,0.0,11.0,11,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,8.0,8.0,16,0.0,43,2019,FEB
2019-02-19,19,0.0,11.0,11,0.0,11.0,11,0.0,1.0,1,0.0,1.0,1,3.0,0.0,3,8.0,8.0,16,10.0,53,2019,FEB
2019-02-20,20,1.0,21.0,22,0.0,21.0,21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9.0,9.0,18,0.0,61,2019,FEB
2019-02-21,21,10.0,1.0,11,7.0,5.0,12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,11.0,22,0.0,45,2019,FEB
2019-02-22,22,3.0,7.0,10,1.0,9.0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,20,2019,FEB
2019-02-23,23,7.0,14.0,21,0.0,21.0,21,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,44,2019,FEB
2019-02-24,24,3.0,15.0,18,1.0,17.0,18,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,36,2019,FEB
2019-02-25,25,10.0,0.0,10,9.0,2.0,11,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,6.0,6.0,12,4.0,38,2019,FEB
2019-02-26,26,0.0,11.0,11,0.0,10.0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8.0,8.0,16,0.0,37,2019,FEB
2019-02-27,27,0.0,29.0,29,0.0,30.0,30,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,0.0,0.0,0,8.0,71,2019,FEB
2019-02-28,28,1.0,12.0,13,0.0,12.0,12,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,0.0,0.0,0,0.0,29,2019,FEB
2019-03-01,1,0.0,12.0,12,0.0,12.0,12,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,2.0,2.0,4,0.0,30,2019,MAR
2019-03-02,2,0.0,22.0,22,0.0,23.0,23,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,0.0,0.0,0,0.0,49,2019,MAR
2019-03-03,3,2.0,23.0,25,0.0,24.0,24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,0.0,51,2019,MAR
2019-03-04,4,1.0,13.0,14,0.0,14.0,14,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,6.0,6.0,12,0.0,42,2019,MAR
2019-03-05,5,0.0,16.0,16,0.0,14.0,14,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,0.0,0.0,0,5.0,45,2019,MAR
2019-03-06,6,0.0,38.0,38,0.0,39.0,39,0.0,4.0,4,0.0,4.0,4,2.0,0.0,2,12.0,12.0,24,2.0,113,2019,MAR
2019-03-07,7,1.0,9.0,10,0.0,9.0,9,0.0,1.0,1,0.0,1.0,1,1.0,4.0,5,16.0,16.0,32,1.0,59,2019,MAR
2019-03-08,8,6.0,3.0,9,0.0,10.0,10,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,1.0,1.0,2,0.0,26,2019,MAR
2019-03-09,9,2.0,20.0,22,0.0,24.0,24,0.0,1.0,1,0.0,1.0,1,2.0,2.0,4,0.0,0.0,0,6.0,58,2019,MAR
2019-03-10,10,2.0,17.0,19,0.0,18.0,18,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,37,2019,MAR
2019-03-11,11,2.0,10.0,12,2.0,7.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,21,2019,MAR
2019-03-12,12,11.0,1.0,12,9.0,4.0,13,2.0,0.0,2,2.0,0.0,2,1.0,0.0,1,4.0,4.0,8,8.0,46,2019,MAR
2019-03-13,13,17.0,15.0,32,11.0,20.0,31,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,6.0,5.0,11,0.0,76,2019,MAR
2019-03-14,14,0.0,10.0,10,0.0,12.0,12,0.0,0.0,0,0.0,0.0,0,1.0,2.0,3,4.0,4.0,8,1.0,34,2019,MAR
2019-03-15,15,0.0,14.0,14,0.0,14.0,14,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,29,2019,MAR
2019-03-16,16,1.0,24.0,25,1.0,27.0,28,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,54,2019,MAR
2019-03-17,17,1.0,17.0,18,0.0,17.0,17,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,0.0,0.0,0,0.0,38,2019,MAR
2019-03-18,18,2.0,11.0,13,0.0,11.0,11,0.0,0.0,0,0.0,0.0,0,7.0,4.0,11,8.0,8.0,16,13.0,64,2019,MAR
2019-03-19,19,1.0,9.0,10,0.0,10.0,10,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,3.0,3.0,6,0.0,28,2019,MAR
2019-03-20,20,2.0,30.0,32,0.0,30.0,30,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,6.0,6.0,12,0.0,76,2019,MAR
2019-03-21,21,2.0,10.0,12,0.0,14.0,14,0.0,2.0,2,0.0,2.0,2,0.0,1.0,1,15.0,15.0,30,19.0,80,2019,MAR
2019-03-22,22,2.0,8.0,10,0.0,9.0,9,1.0,1.0,2,1.0,1.0,2,1.0,0.0,1,0.0,0.0,0,0.0,24,2019,MAR
2019-03-23,23,4.0,21.0,25,0.0,28.0,28,0.0,2.0,2,0.0,2.0,2,4.0,1.0,5,0.0,0.0,0,8.0,70,2019,MAR
2019-03-24,24,14.0,6.0,20,11.0,8.0,19,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,39,2019,MAR
2019-03-25,25,1.0,9.0,10,1.0,9.0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,20,2019,MAR
2019-03-26,26,2.0,13.0,15,0.0,11.0,11,0.0,2.0,2,0.0,3.0,3,3.0,2.0,5,12.0,12.0,24,10.0,70,2019,MAR
2019-03-27,27,1.0,35.0,36,0.0,38.0,38,0.0,0.0,0,0.0,0.0,0,0.0,2.0,2,13.0,13.0,26,0.0,102,2019,MAR
2019-03-28,28,1.0,10.0,11,0.0,13.0,13,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,11.0,11.0,22,2.0,54,2019,MAR
2019-03-29,29,15.0,0.0,15,11.0,0.0,11,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,27,2019,MAR
2019-03-30,30,4.0,28.0,32,0.0,29.0,29,1.0,0.0,1,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0,11.0,74,2019,MAR
2019-03-31,31,17.0,11.0,28,5.0,22.0,27,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,56,2019,MAR
2019-04-01,1,3.0,18.0,21,0.0,19.0,19,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0,41,2019,APR
2019-04-02,2,2.0,22.0,24,0.0,30.0,30,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,12.0,12.0,24,2.0,81,2019,APR
2019-04-03,3,13.0,31.0,44,3.0,42.0,45,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,7.0,8.0,15,2.0,108,2019,APR
2019-04-04,4,1.0,25.0,26,0.0,28.0,28,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14.0,15.0,29,0.0,83,2019,APR
2019-04-05,5,2.0,16.0,18,0.0,19.0,19,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14.0,15.0,29,0.0,66,2019,APR
2019-04-06,6,40.0,0.0,40,33.0,8.0,41,0.0,1.0,1,0.0,1.0,1,2.0,8.0,10,0.0,0.0,0,0.0,93,2019,APR
2019-04-07,7,4.0,28.0,32,1.0,31.0,32,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,0.0,0.0,0,0.0,66,2019,APR
2019-04-08,8,6.0,13.0,19,0.0,19.0,19,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,8.0,8.0,16,2.0,60,2019,APR
2019-04-09,9,3.0,18.0,21,2.0,17.0,19,0.0,1.0,1,0.0,1.0,1,4.0,0.0,4,10.0,10.0,20,0.0,66,2019,APR
2019-04-10,10,0.0,45.0,45,0.0,46.0,46,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,14.0,15.0,29,0.0,122,2019,APR
2019-04-11,11,4.0,18.0,22,0.0,21.0,21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,16.0,16.0,32,7.0,82,2019,APR
2019-04-12,12,10.0,10.0,20,7.0,14.0,21,1.0,1.0,2,1.0,1.0,2,0.0,0.0,0,4.0,4.0,8,9.0,62,2019,APR
2019-04-13,13,31.0,10.0,41,26.0,14.0,40,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,0.0,0.0,0,3.0,94,2019,APR
2019-04-14,14,1.0,30.0,31,4.0,27.0,31,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,62,2019,APR
2019-04-15,15,1.0,19.0,20,0.0,18.0,18,0.0,1.0,1,1.0,0.0,1,0.0,0.0,0,13.0,13.0,26,3.0,69,2019,APR
2019-04-16,16,4.0,19.0,23,1.0,23.0,24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,7.0,7.0,14,0.0,61,2019,APR
2019-04-17,17,1.0,47.0,48,0.0,44.0,44,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,13.0,13.0,26,0.0,121,2019,APR
2019-04-18,18,4.0,22.0,26,4.0,24.0,28,0.0,3.0,3,0.0,3.0,3,2.0,0.0,2,15.0,15.0,30,4.0,96,2019,APR
2019-04-19,19,2.0,20.0,22,0.0,23.0,23,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.0,2.0,4,0.0,49,2019,APR
2019-04-20,20,2.0,39.0,41,0.0,42.0,42,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,0.0,0.0,0,1.0,88,2019,APR
2019-04-21,21,0.0,32.0,32,0.0,31.0,31,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,1.0,65,2019,APR
2019-04-22,22,0.0,21.0,21,0.0,22.0,22,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,7.0,7.0,14,9.0,67,2019,APR
2019-04-23,23,3.0,23.0,26,0.0,24.0,24,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,7.0,7.0,14,9.0,75,2019,APR
2019-04-24,24,8.0,39.0,47,6.0,43.0,49,0.0,0.0,0,0.0,0.0,0,2.0,1.0,3,9.0,9.0,18,0.0,117,2019,APR
2019-04-25,25,5.0,19.0,24,1.0,24.0,25,0.0,1.0,1,1.0,0.0,1,2.0,0.0,2,1.0,1.0,2,3.0,58,2019,APR
2019-04-26,26,2.0,21.0,23,0.0,23.0,23,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,0.0,0.0,0,0.0,48,2019,APR
2019-04-27,27,22.0,22.0,44,12.0,31.0,43,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,88,2019,APR
2019-04-28,28,4.0,29.0,33,0.0,32.0,32,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,65,2019,APR
2019-04-29,29,4.0,19.0,23,15.0,9.0,24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,47,2019,APR
