DATE_FORMAT,DATE,INT ARRIVALS 04,INT ARRIVALS 22,INT ARRIVALS TTL,INT DEPARTURES 04,INT DEPARTURES 22,INT DEPARTURES TTL,LOCAL ARRIVALS 04,LOCAL ARRIVALS 22,LOCAL ARRIVALS TTL,LOCAL DEPARTURES 04,LOCAL DEPARTURES 22,LOCAL DEPARTURES TTL,TRANSITS FXD,TRANSITS HEL,TRANSITS TTL,HELI LND,HELI TO,HELI TTL,T/G,Grant Total,YEAR,MONTH
2018-05-30,30,0.0,53.0,53,0.0,54.0,54,0.0,4.0,4,0.0,4.0,4,0.0,0.0,0,10.0,10.0,20,0.0,135,2018,MAY
2018-05-31,31,3.0,32.0,35,0.0,31.0,31,0.0,5.0,5,0.0,5.0,5,0.0,1.0,1,4.0,4.0,8,5.0,90,2018,MAY
2018-06-01,1,0.0,25.0,25,0.0,26.0,26,0.0,3.0,3,0.0,3.0,3,0.0,1.0,1,1.0,1.0,2,5.0,65,2018,JUN
2018-06-02,2,0.0,41.0,41,2.0,38.0,40,0.0,2.0,2,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,0.0,87,2018,JUN
2018-06-03,3,10.0,29.0,39,5.0,39.0,44,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,0.0,0.0,0,0.0,87,2018,JUN
2018-06-04,4,1.0,25.0,26,0.0,28.0,28,0.0,6.0,6,0.0,6.0,6,0.0,0.0,0,9.0,9.0,18,6.0,90,2018,JUN
2018-06-05,5,0.0,26.0,26,0.0,24.0,24,1.0,5.0,6,0.0,6.0,6,1.0,1.0,2,12.0,12.0,24,15.0,103,2018,JUN
2018-06-06,6,0.0,52.0,52,0.0,52.0,52,0.0,1.0,1,0.0,1.0,1,3.0,0.0,3,4.0,4.0,8,0.0,117,2018,JUN
2018-06-07,7,0.0,34.0,34,0.0,28.0,28,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,12.0,12.0,24,0.0,88,2018,JUN
2018-06-08,8,0.0,26.0,26,0.0,26.0,26,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,8.0,8.0,16,0.0,78,2018,JUN
2018-06-09,9,1.0,41.0,42,0.0,45.0,45,0.0,7.0,7,0.0,7.0,7,4.0,0.0,4,0.0,0.0,0,2.0,107,2018,JUN
2018-06-10,10,0.0,37.0,37,0.0,40.0,40,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,0.0,0.0,0,0.0,81,2018,JUN
2018-06-11,11,0.0,24.0,24,1.0,26.0,27,0.0,3.0,3,0.0,3.0,3,0.0,0.0,0,8.0,8.0,16,0.0,73,2018,JUN
2018-06-12,12,1.0,26.0,27,0.0,24.0,24,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,9.0,9.0,18,1.0,71,2018,JUN
2018-06-13,13,1.0,53.0,54,0.0,52.0,52,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,7.0,7.0,14,4.0,127,2018,JUN
2018-06-14,14,3.0,33.0,36,0.0,34.0,34,0.0,3.0,3,0.0,3.0,3,1.0,0.0,1,7.0,7.0,14,0.0,91,2018,JUN
2018-06-15,15,1.0,24.0,25,0.0,28.0,28,0.0,3.0,3,0.0,3.0,3,0.0,0.0,0,4.0,5.0,9,0.0,68,2018,JUN
2018-06-16,16,10.0,30.0,40,8.0,31.0,39,2.0,1.0,3,2.0,1.0,3,2.0,0.0,2,0.0,0.0,0,0.0,87,2018,JUN
2018-06-17,17,0.0,39.0,39,0.0,39.0,39,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,78,2018,JUN
2018-06-18,18,0.0,28.0,28,0.0,29.0,29,0.0,3.0,3,0.0,3.0,3,0.0,0.0,0,9.0,8.0,17,4.0,84,2018,JUN
2018-06-19,19,0.0,25.0,25,0.0,26.0,26,0.0,4.0,4,0.0,4.0,4,0.0,0.0,0,7.0,7.0,14,0.0,73,2018,JUN
2018-06-20,20,0.0,51.0,51,0.0,52.0,52,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,8.0,8.0,16,4.0,127,2018,JUN
2018-06-21,21,0.0,32.0,32,0.0,28.0,28,0.0,4.0,4,0.0,4.0,4,2.0,1.0,3,15.0,15.0,30,12.0,113,2018,JUN
2018-06-22,22,0.0,26.0,26,0.0,27.0,27,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,10.0,10.0,20,1.0,80,2018,JUN
2018-06-23,23,0.0,43.0,43,0.0,42.0,42,0.0,1.0,1,0.0,1.0,1,1.0,2.0,3,6.0,6.0,12,0.0,102,2018,JUN
2018-06-24,24,2.0,44.0,46,0.0,47.0,47,0.0,2.0,2,0.0,2.0,2,0.0,1.0,1,2.0,2.0,4,0.0,102,2018,JUN
2018-06-25,25,2.0,24.0,26,0.0,24.0,24,0.0,3.0,3,0.0,3.0,3,1.0,0.0,1,5.0,5.0,10,0.0,67,2018,JUN
2018-06-26,26,2.0,22.0,24,0.0,26.0,26,0.0,0.0,0,0.0,1.0,1,1.0,0.0,1,7.0,7.0,14,0.0,66,2018,JUN
2018-06-27,27,10.0,49.0,59,4.0,54.0,58,2.0,0.0,2,2.0,0.0,2,2.0,0.0,2,2.0,2.0,4,4.0,131,2018,JUN
2018-06-28,28,0.0,30.0,30,1.0,31.0,32,0.0,2.0,2,0.0,1.0,1,1.0,0.0,1,10.0,10.0,20,3.0,89,2018,JUN
2018-06-29,29,0.0,26.0,26,0.0,26.0,26,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,2.0,2.0,4,7.0,65,2018,JUN
2018-06-30,30,0.0,43.0,43,0.0,47.0,47,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,5.0,5.0,10,3.0,109,2018,JUN
2018-07-01,1,1.0,39.0,40,0.0,37.0,37,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.0,2.0,4,0.0,81,2018,JUL
2018-07-02,2,0.0,29.0,29,0.0,26.0,26,0.0,2.0,2,0.0,2.0,2,0.0,5.0,5,0.0,0.0,0,0.0,64,2018,JUL
2018-07-03,3,0.0,24.0,24,0.0,27.0,27,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,6.0,7.0,13,8.0,82,2018,JUL
2018-07-04,4,0.0,52.0,52,0.0,49.0,49,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,4.0,4.0,8,0.0,119,2018,JUL
2018-07-05,5,1.0,29.0,30,0.0,32.0,32,0.0,4.0,4,0.0,4.0,4,1.0,0.0,1,11.0,11.0,22,8.0,101,2018,JUL
2018-07-06,6,0.0,29.0,29,0.0,25.0,25,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,1.0,1.0,2,0.0,66,2018,JUL
2018-07-07,7,1.0,41.0,42,0.0,43.0,43,0.0,2.0,2,0.0,2.0,2,7.0,0.0,7,0.0,0.0,0,0.0,96,2018,JUL
2018-07-08,8,1.0,37.0,38,0.0,40.0,40,0.0,0.0,0,0.0,0.0,0,2.0,1.0,3,0.0,0.0,0,0.0,81,2018,JUL
2018-07-09,9,5.0,24.0,29,3.0,25.0,28,0.0,2.0,2,1.0,1.0,2,6.0,0.0,6,3.0,3.0,6,11.0,84,2018,JUL
2018-07-10,10,1.0,26.0,27,0.0,28.0,28,1.0,2.0,3,1.0,2.0,3,5.0,0.0,5,6.0,6.0,12,4.0,82,2018,JUL
2018-07-11,11,0.0,54.0,54,0.0,53.0,53,0.0,2.0,2,0.0,2.0,2,5.0,0.0,5,6.0,6.0,12,3.0,131,2018,JUL
2018-07-12,12,1.0,27.0,28,0.0,31.0,31,0.0,3.0,3,0.0,3.0,3,4.0,1.0,5,10.0,10.0,20,11.0,101,2018,JUL
2018-07-13,13,0.0,26.0,26,0.0,24.0,24,0.0,7.0,7,0.0,7.0,7,2.0,0.0,2,2.0,2.0,4,0.0,70,2018,JUL
2018-07-14,14,0.0,41.0,41,0.0,44.0,44,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,0.0,0.0,0,0.0,91,2018,JUL
2018-07-15,15,0.0,40.0,40,0.0,37.0,37,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,0.0,0.0,0,0.0,79,2018,JUL
2018-07-16,16,0.0,28.0,28,0.0,28.0,28,0.0,0.0,0,0.0,0.0,0,3.0,0.0,3,3.0,3.0,6,3.0,68,2018,JUL
2018-07-17,17,0.0,27.0,27,0.0,26.0,26,0.0,2.0,2,0.0,2.0,2,7.0,0.0,7,3.0,3.0,6,1.0,71,2018,JUL
2018-07-18,18,0.0,52.0,52,0.0,51.0,51,0.0,2.0,2,0.0,2.0,2,3.0,1.0,4,3.0,3.0,6,1.0,118,2018,JUL
2018-07-19,19,0.0,31.0,31,0.0,33.0,33,0.0,3.0,3,0.0,3.0,3,0.0,1.0,1,12.0,12.0,24,8.0,103,2018,JUL
2018-07-20,20,1.0,24.0,25,0.0,26.0,26,0.0,2.0,2,0.0,1.0,1,5.0,0.0,5,2.0,2.0,4,1.0,64,2018,JUL
2018-07-21,21,2.0,40.0,42,0.0,42.0,42,0.0,1.0,1,0.0,1.0,1,6.0,0.0,6,0.0,0.0,0,5.0,97,2018,JUL
2018-07-22,22,0.0,42.0,42,0.0,43.0,43,0.0,7.0,7,0.0,7.0,7,1.0,1.0,2,4.0,4.0,8,0.0,109,2018,JUL
2018-07-23,23,0.0,29.0,29,0.0,31.0,31,0.0,2.0,2,0.0,2.0,2,2.0,1.0,3,7.0,7.0,14,3.0,84,2018,JUL
2018-07-24,24,6.0,22.0,28,3.0,24.0,27,0.0,1.0,1,0.0,1.0,1,3.0,0.0,3,4.0,4.0,8,0.0,68,2018,JUL
2018-07-25,25,0.0,52.0,52,0.0,53.0,53,0.0,2.0,2,0.0,2.0,2,8.0,0.0,8,5.0,5.0,10,0.0,127,2018,JUL
2018-07-26,26,0.0,30.0,30,0.0,30.0,30,0.0,8.0,8,0.0,8.0,8,2.0,0.0,2,8.0,8.0,16,8.0,102,2018,JUL
2018-07-27,27,0.0,24.0,24,0.0,24.0,24,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,1.0,1.0,2,0.0,60,2018,JUL
2018-07-28,28,0.0,42.0,42,0.0,41.0,41,0.0,3.0,3,0.0,3.0,3,1.0,3.0,4,2.0,2.0,4,4.0,101,2018,JUL
2018-07-29,29,0.0,40.0,40,0.0,40.0,40,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,2.0,2.0,4,0.0,86,2018,JUL
2018-07-30,30,0.0,27.0,27,0.0,28.0,28,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,3.0,3.0,6,2.0,64,2018,JUL
2018-07-31,31,2.0,22.0,24,0.0,25.0,25,0.0,1.0,1,0.0,1.0,1,4.0,0.0,4,4.0,4.0,8,6.0,69,2018,JUL
2018-08-01,1,0.0,54.0,54,0.0,53.0,53,0.0,0.0,0,0.0,0.0,0,5.0,1.0,6,3.0,3.0,6,0.0,119,2018,AUG
2018-08-02,2,1.0,28.0,29,0.0,27.0,27,0.0,2.0,2,0.0,2.0,2,4.0,0.0,4,9.0,8.0,17,0.0,81,2018,AUG
2018-08-03,3,0.0,26.0,26,0.0,25.0,25,0.0,1.0,1,0.0,1.0,1,7.0,1.0,8,0.0,0.0,0,5.0,66,2018,AUG
2018-08-04,4,0.0,40.0,40,0.0,41.0,41,0.0,2.0,2,0.0,2.0,2,3.0,0.0,3,0.0,0.0,0,4.0,92,2018,AUG
2018-08-05,5,0.0,37.0,37,0.0,38.0,38,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,76,2018,AUG
2018-08-06,6,0.0,29.0,29,0.0,31.0,31,0.0,1.0,1,0.0,1.0,1,3.0,0.0,3,5.0,5.0,10,5.0,80,2018,AUG
2018-08-07,7,0.0,28.0,28,0.0,26.0,26,0.0,2.0,2,0.0,2.0,2,3.0,0.0,3,3.0,3.0,6,0.0,67,2018,AUG
2018-08-08,8,0.0,49.0,49,0.0,50.0,50,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,1.0,1.0,2,2.0,109,2018,AUG
2018-08-09,9,0.0,33.0,33,0.0,30.0,30,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,0.0,0.0,0,0.0,67,2018,AUG
2018-08-10,10,1.0,26.0,27,0.0,23.0,23,0.0,0.0,0,0.0,0.0,0,4.0,0.0,4,2.0,2.0,4,3.0,61,2018,AUG
2018-08-11,11,0.0,41.0,41,0.0,44.0,44,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,2.0,2.0,4,5.0,104,2018,AUG
2018-08-12,12,0.0,36.0,36,0.0,38.0,38,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,74,2018,AUG
2018-08-13,13,0.0,33.0,33,1.0,31.0,32,0.0,7.0,7,0.0,7.0,7,1.0,0.0,1,8.0,8.0,16,0.0,96,2018,AUG
2018-08-14,14,1.0,26.0,27,0.0,28.0,28,0.0,2.0,2,0.0,2.0,2,2.0,1.0,3,0.0,0.0,0,0.0,62,2018,AUG
2018-08-15,15,1.0,51.0,52,0.0,53.0,53,0.0,12.0,12,0.0,12.0,12,0.0,0.0,0,6.0,6.0,12,0.0,141,2018,AUG
2018-08-16,16,2.0,28.0,30,0.0,29.0,29,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,0.0,0.0,0,0.0,63,2018,AUG
2018-08-17,17,0.0,27.0,27,0.0,26.0,26,0.0,2.0,2,0.0,2.0,2,3.0,0.0,3,0.0,0.0,0,0.0,60,2018,AUG
2018-08-18,18,0.0,39.0,39,0.0,39.0,39,0.0,2.0,2,0.0,2.0,2,3.0,0.0,3,0.0,0.0,0,3.0,88,2018,AUG
2018-08-19,19,0.0,39.0,39,0.0,39.0,39,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,0.0,0.0,0,0.0,80,2018,AUG
2018-08-20,20,30.0,3.0,33,28.0,6.0,34,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,7.0,7.0,14,0.0,82,2018,AUG
2018-08-21,21,4.0,27.0,31,0.0,28.0,28,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,8.0,8.0,16,0.0,78,2018,AUG
2018-08-22,22,0.0,56.0,56,0.0,58.0,58,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,6.0,6.0,12,0.0,128,2018,AUG
2018-08-23,23,1.0,30.0,31,0.0,30.0,30,0.0,1.0,1,0.0,1.0,1,3.0,0.0,3,3.0,3.0,6,0.0,72,2018,AUG
2018-08-24,24,0.0,28.0,28,0.0,28.0,28,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,0.0,0.0,0,0.0,60,2018,AUG
2018-08-25,25,1.0,42.0,43,0.0,43.0,43,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,0.0,0.0,0,0.0,88,2018,AUG
2018-08-26,26,0.0,38.0,38,0.0,39.0,39,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,3.0,3.0,6,0.0,85,2018,AUG
2018-08-27,27,0.0,31.0,31,0.0,28.0,28,0.0,1.0,1,0.0,2.0,2,1.0,0.0,1,7.0,7.0,14,0.0,77,2018,AUG
2018-08-28,28,1.0,24.0,25,0.0,26.0,26,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,6.0,6.0,12,0.0,68,2018,AUG
2018-08-29,29,1.0,55.0,56,0.0,56.0,56,0.0,3.0,3,0.0,2.0,2,2.0,1.0,3,6.0,6.0,12,0.0,132,2018,AUG
2018-08-30,30,0.0,33.0,33,0.0,32.0,32,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,7.0,7.0,14,3.0,88,2018,AUG
2018-08-31,31,0.0,24.0,24,0.0,25.0,25,0.0,3.0,3,0.0,3.0,3,2.0,0.0,2,0.0,0.0,0,0.0,57,2018,AUG
2018-09-01,1,2.0,37.0,39,0.0,40.0,40,0.0,4.0,4,0.0,4.0,4,4.0,0.0,4,0.0,0.0,0,1.0,92,2018,SEP
2018-09-02,2,0.0,41.0,41,0.0,43.0,43,0.0,0.0,0,0.0,0.0,0,4.0,1.0,5,0.0,0.0,0,0.0,89,2018,SEP
2018-09-03,3,0.0,39.0,39,0.0,36.0,36,1.0,3.0,4,1.0,3.0,4,5.0,0.0,5,3.0,3.0,6,4.0,98,2018,SEP
2018-09-04,4,0.0,25.0,25,0.0,27.0,27,0.0,0.0,0,0.0,0.0,0,4.0,0.0,4,4.0,4.0,8,1.0,65,2018,SEP
2018-09-05,5,0.0,52.0,52,0.0,53.0,53,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,5.0,5.0,10,0.0,117,2018,SEP
2018-09-06,6,0.0,35.0,35,0.0,33.0,33,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,6.0,6.0,12,1.0,85,2018,SEP
2018-09-07,7,0.0,26.0,26,0.0,30.0,30,0.0,4.0,4,0.0,4.0,4,2.0,0.0,2,0.0,0.0,0,1.0,67,2018,SEP
2018-09-08,8,1.0,43.0,44,0.0,43.0,43,0.0,3.0,3,0.0,2.0,2,3.0,0.0,3,2.0,2.0,4,2.0,101,2018,SEP
2018-09-09,9,1.0,36.0,37,1.0,37.0,38,0.0,6.0,6,0.0,6.0,6,1.0,0.0,1,8.0,8.0,16,0.0,104,2018,SEP
2018-09-10,10,0.0,33.0,33,0.0,33.0,33,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,2.0,2.0,4,0.0,74,2018,SEP
2018-09-11,11,1.0,29.0,30,0.0,31.0,31,0.0,2.0,2,0.0,2.0,2,0.0,0.0,0,6.0,6.0,12,0.0,77,2018,SEP
2018-09-12,12,0.0,54.0,54,0.0,54.0,54,0.0,4.0,4,0.0,4.0,4,0.0,1.0,1,4.0,4.0,8,0.0,125,2018,SEP
2018-09-13,13,0.0,30.0,30,0.0,31.0,31,0.0,2.0,2,0.0,2.0,2,0.0,1.0,1,7.0,7.0,14,0.0,80,2018,SEP
2018-09-14,14,0.0,31.0,31,0.0,29.0,29,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,60,2018,SEP
2018-09-15,15,1.0,39.0,40,0.0,41.0,41,0.0,3.0,3,0.0,3.0,3,2.0,0.0,2,0.0,0.0,0,6.0,95,2018,SEP
2018-09-16,16,0.0,37.0,37,0.0,38.0,38,0.0,8.0,8,0.0,8.0,8,0.0,1.0,1,2.0,2.0,4,0.0,96,2018,SEP
2018-09-17,17,8.0,22.0,30,6.0,22.0,28,0.0,4.0,4,0.0,4.0,4,3.0,0.0,3,3.0,3.0,6,5.0,80,2018,SEP
2018-09-18,18,9.0,21.0,30,0.0,27.0,27,0.0,9.0,9,1.0,8.0,9,0.0,0.0,0,4.0,4.0,8,0.0,83,2018,SEP
2018-09-19,19,0.0,54.0,54,0.0,56.0,56,0.0,0.0,0,0.0,1.0,1,1.0,0.0,1,3.0,3.0,6,1.0,119,2018,SEP
2018-09-20,20,0.0,35.0,35,0.0,33.0,33,0.0,5.0,5,0.0,5.0,5,3.0,0.0,3,9.0,9.0,18,2.0,101,2018,SEP
2018-09-21,21,0.0,26.0,26,0.0,27.0,27,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,2.0,2.0,4,0.0,61,2018,SEP
2018-09-22,22,0.0,43.0,43,0.0,44.0,44,0.0,3.0,3,0.0,3.0,3,4.0,0.0,4,0.0,0.0,0,0.0,97,2018,SEP
2018-09-23,23,1.0,35.0,36,0.0,37.0,37,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,75,2018,SEP
2018-09-24,24,5.0,22.0,27,6.0,20.0,26,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,3.0,3.0,6,4.0,68,2018,SEP
2018-09-25,25,0.0,24.0,24,0.0,22.0,22,0.0,3.0,3,0.0,3.0,3,1.0,0.0,1,9.0,9.0,18,0.0,71,2018,SEP
2018-09-26,26,0.0,52.0,52,0.0,53.0,53,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,3.0,3.0,6,0.0,113,2018,SEP
2018-09-27,27,14.0,18.0,32,8.0,22.0,30,2.0,1.0,3,2.0,1.0,3,0.0,0.0,0,2.0,2.0,4,9.0,81,2018,SEP
2018-09-28,28,1.0,31.0,32,0.0,27.0,27,0.0,5.0,5,0.0,5.0,5,1.0,0.0,1,6.0,6.0,12,4.0,86,2018,SEP
2018-09-29,29,1.0,39.0,40,0.0,47.0,47,0.0,4.0,4,0.0,4.0,4,4.0,0.0,4,0.0,0.0,0,4.0,103,2018,SEP
2018-09-30,30,5.0,31.0,36,0.0,40.0,40,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,76,2018,SEP
2018-10-01,1,1.0,32.0,33,0.0,29.0,29,0.0,7.0,7,0.0,7.0,7,3.0,1.0,4,9.0,9.0,18,0.0,98,2018,OCT
2018-10-02,2,2.0,22.0,24,0.0,27.0,27,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,7.0,7.0,14,0.0,65,2018,OCT
2018-10-03,3,0.0,53.0,53,0.0,50.0,50,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4.0,4.0,8,0.0,111,2018,OCT
2018-10-04,4,2.0,27.0,29,0.0,28.0,28,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,5.0,5.0,10,0.0,68,2018,OCT
2018-10-05,5,4.0,20.0,24,3.0,23.0,26,2.0,3.0,5,2.0,3.0,5,3.0,1.0,4,2.0,2.0,4,8.0,76,2018,OCT
2018-10-06,6,4.0,38.0,42,1.0,41.0,42,0.0,1.0,1,0.0,1.0,1,1.0,1.0,2,0.0,0.0,0,1.0,89,2018,OCT
2018-10-07,7,35.0,2.0,37,33.0,4.0,37,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,75,2018,OCT
2018-10-08,8,0.0,29.0,29,0.0,28.0,28,0.0,3.0,3,1.0,2.0,3,1.0,0.0,1,5.0,5.0,10,6.0,80,2018,OCT
2018-10-09,9,3.0,22.0,25,0.0,25.0,25,0.0,3.0,3,0.0,3.0,3,0.0,0.0,0,4.0,4.0,8,0.0,64,2018,OCT
2018-10-10,10,49.0,2.0,51,3.0,49.0,52,0.0,2.0,2,0.0,2.0,2,2.0,0.0,2,3.0,3.0,6,10.0,125,2018,OCT
2018-10-11,11,3.0,25.0,28,2.0,25.0,27,1.0,1.0,2,1.0,1.0,2,1.0,0.0,2,8.0,8.0,16,5.0,82,2018,OCT
2018-10-12,12,2.0,34.0,36,0.0,35.0,35,0.0,2.0,2,0.0,2.0,2,3.0,0.0,3,0.0,0.0,0,8.0,86,2018,OCT
2018-10-13,13,3.0,44.0,47,4.0,41.0,45,5.0,1.0,6,6.0,0.0,6,1.0,0.0,1,2.0,2.0,4,4.0,113,2018,OCT
2018-10-14,14,1.0,36.0,37,0.0,37.0,37,0.0,0.0,0,0.0,0.0,0,2.0,0.0,2,2.0,2.0,4,1.0,81,2018,OCT
2018-10-15,15,0.0,26.0,26,0.0,25.0,25,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,4.0,4.0,8,0.0,62,2018,OCT
2018-10-16,16,2.0,27.0,29,0.0,30.0,30,0.0,6.0,6,0.0,6.0,6,3.0,0.0,3,4.0,4.0,8,19.0,101,2018,OCT
2018-10-17,17,0.0,53.0,53,0.0,52.0,52,0.0,3.0,3,0.0,3.0,3,1.0,0.0,1,3.0,3.0,6,7.0,125,2018,OCT
2018-10-18,18,2.0,27.0,29,0.0,31.0,31,0.0,4.0,4,0.0,4.0,4,1.0,0.0,1,9.0,9.0,18,6.0,93,2018,OCT
2018-10-19,19,3.0,25.0,28,0.0,29.0,29,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,0.0,59,2018,OCT
2018-10-20,20,1.0,45.0,46,3.0,41.0,44,1.0,2.0,3,1.0,2.0,3,2.0,0.0,2,0.0,0.0,0,2.0,100,2018,OCT
2018-10-21,21,2.0,31.0,33,0.0,37.0,37,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0,0.0,71,2018,OCT
2018-10-22,22,17.0,7.0,24,14.0,9.0,23,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,4.0,4.0,8,1.0,59,2018,OCT
2018-10-23,23,2.0,29.0,31,0.0,31.0,31,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,3.0,3.0,6,0.0,71,2018,OCT
2018-10-24,24,10.0,40.0,50,4.0,47.0,51,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,4.0,4.0,8,8.0,118,2018,OCT
2018-10-25,25,1.0,31.0,32,0.0,23.0,23,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,55,2018,OCT
2018-10-26,26,0.0,29.0,29,0.0,30.0,30,0.0,3.0,3,0.0,3.0,3,2.0,0.0,2,7.0,7.0,14,12.0,93,2018,OCT
2018-10-27,27,18.0,32.0,50,20.0,36.0,56,1.0,4.0,5,0.0,5.0,5,2.0,0.0,2,2.0,2.0,4,1.0,123,2018,OCT
2018-10-28,28,6.0,26.0,32,3.0,30.0,33,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,0.0,0.0,0,0.0,67,2018,OCT
2018-10-29,29,2.0,52.0,54,0.0,54.0,54,0.0,2.0,2,0.0,2.0,2,1.0,0.0,1,4.0,4.0,8,11.0,132,2018,OCT
2018-10-30,30,1.0,44.0,45,0.0,41.0,41,0.0,3.0,3,0.0,3.0,3,2.0,1.0,3,5.0,5.0,10,20.0,125,2018,OCT
2018-10-31,31,2.0,72.0,74,0.0,75.0,75,0.0,1.0,1,0.0,1.0,1,2.0,0.0,2,9.0,9.0,18,1.0,172,2018,OCT
2018-11-01,1,6.0,16.0,22,4.0,18.0,22,0.0,0.0,0,0.0,0.0,0,1.0,0.0,1,6.0,6.0,12,0.0,57,2018,NOV
2018-11-02,2,0.0,15.0,15,1.0,14.0,15,0.0,0.0,0,0.0,0.0,0,3.0,0.0,3,2.0,2.0,4,0.0,37,2018,NOV
2018-11-03,3,1.0,40.0,41,0.0,40.0,40,0.0,5.0,5,0.0,5.0,5,0.0,0.0,0,2.0,2.0,4,0.0,95,2018,NOV
2018-11-04,4,10.0,17.0,27,4.0,25.0,29,0.0,1.0,1,0.0,1.0,1,0.0,0.0,0,9.0,9.0,18,0.0,76,2018,NOV
2018-11-05,5,0.0,17.0,17,0.0,15.0,15,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,13.0,13.0,26,0.0,61,2018,NOV
2018-11-06,6,3.0,9.0,12,0.0,16.0,16,1.0,2.0,3,1.0,2.0,3,3.0,0.0,3,7.0,7.0,14,2.0,53,2018,NOV
2018-11-07,7,1.0,41.0,42,0.0,40.0,40,0.0,2.0,2,0.0,2.0,2,3.0,0.0,3,6.0,6.0,12,9.0,110,2018,NOV
2018-11-08,8,13.0,6.0,19,5.0,11.0,16,2.0,0.0,2,2.0,0.0,2,4.0,1.0,5,2.0,2.0,4,4.0,52,2018,NOV
2018-11-09,9,3.0,10.0,13,0.0,15.0,15,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,5.0,5.0,10,0.0,39,2018,NOV
2018-11-10,10,19.0,9.0,28,16.0,15.0,31,0.0,4.0,4,0.0,4.0,4,1.0,0.0,1,6.0,6.0,12,0.0,80,2018,NOV
2018-11-11,11,10.0,16.0,26,9.0,16.0,25,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2.0,2.0,4,0.0,55,2018,NOV
2018-11-12,12,0.0,13.0,13,0.0,15.0,15,0.0,0.0,0,0.0,0.0,0,1.0,1.0,2,10.0,10.0,20,4.0,54,2018,NOV
