DAY,MONTH,YEAR,FLIGHT_CATEGORY,INBOUND_FLIGHTS,OUTBOUND_FLIGHTS,TOTAL_FLIGHTS
1,JAN,2016,INTERNATIONAL FLIGHTS,26,25,51
2,JAN,2016,INTERNATIONAL FLIGHTS,44,46,90
3,JAN,2016,INTERNATIONAL FLIGHTS,52,50,102
4,JAN,2016,INTERNATIONAL FLIGHTS,35,36,71
5,JAN,2016,INTERNATIONAL FLIGHTS,39,40,79
6,JAN,2016,INTERNATIONAL FLIGHTS,48,3,51
7,JAN,2016,INTERNATIONAL FLIGHTS,38,37,75
8,JAN,2016,INTERNATIONAL FLIGHTS,41,38,79
9,JAN,2016,INTERNATIONAL FLIGHTS,41,44,85
10,JAN,2016,INTERNATIONAL FLIGHTS,49,51,100
11,JAN,2016,INTERNATIONAL FLIGHTS,38,34,72
12,JAN,2016,INTERNATIONAL FLIGHTS,36,37,73
13,JAN,2016,INTERNATIONAL FLIGHTS,38,35,73
14,JAN,2016,INTERNATIONAL FLIGHTS,34,35,69
15,JAN,2016,INTERNATIONAL FLIGHTS,34,31,65
16,JAN,2016,INTERNATIONAL FLIGHTS,41,38,79
17,JAN,2016,INTERNATIONAL FLIGHTS,43,47,90
18,JAN,2016,INTERNATIONAL FLIGHTS,34,35,69
19,JAN,2016,INTERNATIONAL FLIGHTS,32,33,65
20,JAN,2016,INTERNATIONAL FLIGHTS,41,41,82
21,JAN,2016,INTERNATIONAL FLIGHTS,30,31,61
22,JAN,2016,INTERNATIONAL FLIGHTS,38,38,76
23,JAN,2016,INTERNATIONAL FLIGHTS,27,34,61
24,JAN,2016,INTERNATIONAL FLIGHTS,41,40,81
25,JAN,2016,INTERNATIONAL FLIGHTS,35,28,63
26,JAN,2016,INTERNATIONAL FLIGHTS,34,35,69
27,JAN,2016,INTERNATIONAL FLIGHTS,37,36,73
28,JAN,2016,INTERNATIONAL FLIGHTS,40,34,74
29,JAN,2016,INTERNATIONAL FLIGHTS,37,35,72
30,JAN,2016,INTERNATIONAL FLIGHTS,35,36,71
31,JAN,2016,INTERNATIONAL FLIGHTS,43,44,87
1,JAN,2016,LOCAL FLIGHTS,0,0,0
2,JAN,2016,LOCAL FLIGHTS,14,14,28
3,JAN,2016,LOCAL FLIGHTS,1,1,2
4,JAN,2016,LOCAL FLIGHTS,0,0,0
5,JAN,2016,LOCAL FLIGHTS,2,2,4
6,JAN,2016,LOCAL FLIGHTS,1,1,2
7,JAN,2016,LOCAL FLIGHTS,4,4,8
8,JAN,2016,LOCAL FLIGHTS,4,4,8
9,JAN,2016,LOCAL FLIGHTS,18,18,36
10,JAN,2016,LOCAL FLIGHTS,3,3,6
11,JAN,2016,LOCAL FLIGHTS,9,9,18
12,JAN,2016,LOCAL FLIGHTS,10,10,20
13,JAN,2016,LOCAL FLIGHTS,13,13,26
14,JAN,2016,LOCAL FLIGHTS,11,11,22
15,JAN,2016,LOCAL FLIGHTS,13,13,26
16,JAN,2016,LOCAL FLIGHTS,9,9,18
17,JAN,2016,LOCAL FLIGHTS,14,14,28
18,JAN,2016,LOCAL FLIGHTS,2,2,4
19,JAN,2016,LOCAL FLIGHTS,4,4,8
20,JAN,2016,LOCAL FLIGHTS,16,16,32
21,JAN,2016,LOCAL FLIGHTS,8,8,16
22,JAN,2016,LOCAL FLIGHTS,10,10,20
23,JAN,2016,LOCAL FLIGHTS,13,13,26
24,JAN,2016,LOCAL FLIGHTS,1,1,2
25,JAN,2016,LOCAL FLIGHTS,6,6,12
26,JAN,2016,LOCAL FLIGHTS,8,8,16
27,JAN,2016,LOCAL FLIGHTS,10,10,20
28,JAN,2016,LOCAL FLIGHTS,8,8,16
29,JAN,2016,LOCAL FLIGHTS,10,10,20
30,JAN,2016,LOCAL FLIGHTS,17,17,34
31,JAN,2016,LOCAL FLIGHTS,6,6,12
1,JAN,2016,HELICOPTER FLIGHTS,0,0,0
2,JAN,2016,HELICOPTER FLIGHTS,1,1,2
3,JAN,2016,HELICOPTER FLIGHTS,1,1,2
4,JAN,2016,HELICOPTER FLIGHTS,4,4,8
5,JAN,2016,HELICOPTER FLIGHTS,1,1,2
6,JAN,2016,HELICOPTER FLIGHTS,0,0,0
7,JAN,2016,HELICOPTER FLIGHTS,2,2,4
8,JAN,2016,HELICOPTER FLIGHTS,1,1,2
9,JAN,2016,HELICOPTER FLIGHTS,0,0,0
10,JAN,2016,HELICOPTER FLIGHTS,1,1,2
11,JAN,2016,HELICOPTER FLIGHTS,2,2,4
12,JAN,2016,HELICOPTER FLIGHTS,1,1,2
13,JAN,2016,HELICOPTER FLIGHTS,2,2,4
14,JAN,2016,HELICOPTER FLIGHTS,2,2,4
15,JAN,2016,HELICOPTER FLIGHTS,3,3,6
16,JAN,2016,HELICOPTER FLIGHTS,1,1,2
17,JAN,2016,HELICOPTER FLIGHTS,0,0,0
18,JAN,2016,HELICOPTER FLIGHTS,1,1,2
19,JAN,2016,HELICOPTER FLIGHTS,2,2,4
20,JAN,2016,HELICOPTER FLIGHTS,1,1,2
21,JAN,2016,HELICOPTER FLIGHTS,2,2,4
22,JAN,2016,HELICOPTER FLIGHTS,2,2,4
23,JAN,2016,HELICOPTER FLIGHTS,1,1,2
24,JAN,2016,HELICOPTER FLIGHTS,1,1,2
25,JAN,2016,HELICOPTER FLIGHTS,3,3,6
26,JAN,2016,HELICOPTER FLIGHTS,2,2,4
27,JAN,2016,HELICOPTER FLIGHTS,2,2,4
28,JAN,2016,HELICOPTER FLIGHTS,4,4,8
29,JAN,2016,HELICOPTER FLIGHTS,3,3,6
30,JAN,2016,HELICOPTER FLIGHTS,1,1,2
31,JAN,2016,HELICOPTER FLIGHTS,1,1,2
1,FEB,2016,INTERNATIONAL FLIGHTS,33,34,67
2,FEB,2016,INTERNATIONAL FLIGHTS,34,35,69
3,FEB,2016,INTERNATIONAL FLIGHTS,37,38,75
4,FEB,2016,INTERNATIONAL FLIGHTS,30,33,63
5,FEB,2016,INTERNATIONAL FLIGHTS,42,34,76
6,FEB,2016,INTERNATIONAL FLIGHTS,34,38,72
7,FEB,2016,INTERNATIONAL FLIGHTS,47,46,93
8,FEB,2016,INTERNATIONAL FLIGHTS,31,34,65
9,FEB,2016,INTERNATIONAL FLIGHTS,39,38,77
10,FEB,2016,INTERNATIONAL FLIGHTS,39,37,76
11,FEB,2016,INTERNATIONAL FLIGHTS,44,32,76
12,FEB,2016,INTERNATIONAL FLIGHTS,40,45,85
13,FEB,2016,INTERNATIONAL FLIGHTS,46,45,91
14,FEB,2016,INTERNATIONAL FLIGHTS,55,53,108
15,FEB,2016,INTERNATIONAL FLIGHTS,33,35,68
16,FEB,2016,INTERNATIONAL FLIGHTS,37,40,77
17,FEB,2016,INTERNATIONAL FLIGHTS,41,38,79
18,FEB,2016,INTERNATIONAL FLIGHTS,38,37,75
19,FEB,2016,INTERNATIONAL FLIGHTS,44,45,89
20,FEB,2016,INTERNATIONAL FLIGHTS,43,43,86
21,FEB,2016,INTERNATIONAL FLIGHTS,46,49,95
22,FEB,2016,INTERNATIONAL FLIGHTS,39,37,76
23,FEB,2016,INTERNATIONAL FLIGHTS,38,39,77
24,FEB,2016,INTERNATIONAL FLIGHTS,43,42,85
25,FEB,2016,INTERNATIONAL FLIGHTS,36,35,71
26,FEB,2016,INTERNATIONAL FLIGHTS,37,37,74
27,FEB,2016,INTERNATIONAL FLIGHTS,42,42,84
28,FEB,2016,INTERNATIONAL FLIGHTS,45,45,90
29,FEB,2016,INTERNATIONAL FLIGHTS,37,32,69
1,FEB,2016,LOCAL FLIGHTS,10,10,20
2,FEB,2016,LOCAL FLIGHTS,9,9,18
3,FEB,2016,LOCAL FLIGHTS,10,10,20
4,FEB,2016,LOCAL FLIGHTS,10,10,20
5,FEB,2016,LOCAL FLIGHTS,10,10,20
6,FEB,2016,LOCAL FLIGHTS,0,0,0
7,FEB,2016,LOCAL FLIGHTS,9,9,18
8,FEB,2016,LOCAL FLIGHTS,5,5,10
9,FEB,2016,LOCAL FLIGHTS,10,10,20
10,FEB,2016,LOCAL FLIGHTS,6,6,12
11,FEB,2016,LOCAL FLIGHTS,8,8,16
12,FEB,2016,LOCAL FLIGHTS,9,9,18
13,FEB,2016,LOCAL FLIGHTS,11,11,22
14,FEB,2016,LOCAL FLIGHTS,7,7,14
15,FEB,2016,LOCAL FLIGHTS,10,10,20
16,FEB,2016,LOCAL FLIGHTS,16,16,32
17,FEB,2016,LOCAL FLIGHTS,19,19,38
18,FEB,2016,LOCAL FLIGHTS,16,16,32
19,FEB,2016,LOCAL FLIGHTS,10,10,20
20,FEB,2016,LOCAL FLIGHTS,24,24,48
21,FEB,2016,LOCAL FLIGHTS,3,3,6
22,FEB,2016,LOCAL FLIGHTS,1,1,2
23,FEB,2016,LOCAL FLIGHTS,5,5,10
24,FEB,2016,LOCAL FLIGHTS,8,8,16
25,FEB,2016,LOCAL FLIGHTS,5,5,10
26,FEB,2016,LOCAL FLIGHTS,5,5,10
27,FEB,2016,LOCAL FLIGHTS,9,9,18
28,FEB,2016,LOCAL FLIGHTS,8,8,16
29,FEB,2016,LOCAL FLIGHTS,11,11,22
