date,airport,station_code,total_flights
2017-01-30,Pafos,15,27.0
2017-01-31,Pafos,15,33.0
2017-02-01,Pafos,15,44.0
2017-02-02,Pafos,15,40.0
2017-02-03,Pafos,15,24.0
2017-02-04,Pafos,15,30.0
2017-02-05,Pafos,15,30.0
2017-02-06,Pafos,15,35.0
2017-02-07,Pafos,15,32.0
2017-02-08,Pafos,15,43.0
2017-02-09,Pafos,15,53.0
2017-02-10,Pafos,15,32.0
2017-02-11,Pafos,15,36.0
2017-02-12,Pafos,15,28.0
2017-02-13,Pafos,15,35.0
2017-02-14,Pafos,15,27.0
2017-02-15,Pafos,15,48.0
2017-02-16,Pafos,15,20.0
2017-02-17,Pafos,15,23.0
2017-02-18,Pafos,15,40.0
2017-02-19,Pafos,15,36.0
2017-02-20,Pafos,15,36.0
2017-02-21,Pafos,15,21.0
2017-02-22,Pafos,15,55.0
2017-02-23,Pafos,15,44.0
2017-02-24,Pafos,15,36.0
2017-02-25,Pafos,15,42.0
2017-02-26,Pafos,15,31.0
2017-02-27,Pafos,15,13.0
2017-02-28,Pafos,15,37.0
2017-03-01,Pafos,15,80.0
2017-03-02,Pafos,15,43.0
2017-03-03,Pafos,15,23.0
2017-03-04,Pafos,15,35.0
2017-03-05,Pafos,15,30.0
2017-03-06,Pafos,15,45.0
2017-03-07,Pafos,15,35.0
2017-03-08,Pafos,15,81.0
2017-03-09,Pafos,15,36.0
2017-03-10,Pafos,15,22.0
2017-03-11,Pafos,15,40.0
2017-03-12,Pafos,15,23.0
2017-03-13,Pafos,15,23.0
2017-03-14,Pafos,15,28.0
2017-03-15,Pafos,15,78.0
2017-03-16,Pafos,15,46.0
2017-03-17,Pafos,15,24.0
2017-03-18,Pafos,15,40.0
2017-03-19,Pafos,15,29.0
2017-03-20,Pafos,15,22.0
2017-03-21,Pafos,15,25.0
2017-03-22,Pafos,15,74.0
2017-03-23,Pafos,15,67.0
2017-03-24,Pafos,15,25.0
2017-03-25,Pafos,15,45.0
2017-03-26,Pafos,15,39.0
2017-03-27,Pafos,15,41.0
2017-03-28,Pafos,15,44.0
2017-03-29,Pafos,15,84.0
2017-03-30,Pafos,15,45.0
2017-03-31,Pafos,15,32.0
2017-04-01,Pafos,15,60.0
2017-04-02,Pafos,15,56.0
2017-04-03,Pafos,15,30.0
2017-04-04,Pafos,15,50.0
2017-04-05,Pafos,15,105.0
2017-04-06,Pafos,15,61.0
2017-04-07,Pafos,15,33.0
2017-04-08,Pafos,15,58.0
2017-04-09,Pafos,15,59.0
2017-04-10,Pafos,15,43.0
2017-04-11,Pafos,15,54.0
2017-04-12,Pafos,15,99.0
2017-04-13,Pafos,15,50.0
2017-04-14,Pafos,15,33.0
2017-04-15,Pafos,15,55.0
2017-04-16,Pafos,15,64.0
2017-04-17,Pafos,15,32.0
2017-04-18,Pafos,15,40.0
2017-04-19,Pafos,15,93.0
2017-04-20,Pafos,15,75.0
2017-04-21,Pafos,15,53.0
2017-04-22,Pafos,15,74.0
2017-04-23,Pafos,15,61.0
2017-04-24,Pafos,15,39.0
2017-04-25,Pafos,15,49.0
2017-04-26,Pafos,15,112.0
2017-04-27,Pafos,15,71.0
2017-04-28,Pafos,15,58.0
2017-04-29,Pafos,15,69.0
2017-04-30,Pafos,15,72.0
2017-05-01,Pafos,15,41.0
2017-05-02,Pafos,15,71.0
2017-05-03,Pafos,15,127.0
2017-05-04,Pafos,15,89.0
2017-05-05,Pafos,15,45.0
2017-05-06,Pafos,15,80.0
2017-05-07,Pafos,15,72.0
2017-05-08,Pafos,15,63.0
2017-05-09,Pafos,15,59.0
2017-05-10,Pafos,15,109.0
2017-05-11,Pafos,15,67.0
2017-05-12,Pafos,15,39.0
2017-05-13,Pafos,15,73.0
2017-05-14,Pafos,15,68.0
2017-05-15,Pafos,15,55.0
2017-05-16,Pafos,15,69.0
2017-05-17,Pafos,15,107.0
2017-05-18,Pafos,15,86.0
2017-05-19,Pafos,15,29.0
2017-05-20,Pafos,15,74.0
2017-05-21,Pafos,15,74.0
2017-05-22,Pafos,15,52.0
2017-05-23,Pafos,15,59.0
2017-05-24,Pafos,15,119.0
2017-05-25,Pafos,15,77.0
2017-05-26,Pafos,15,43.0
2017-05-27,Pafos,15,81.0
2017-05-28,Pafos,15,77.0
2017-05-29,Pafos,15,69.0
2017-05-30,Pafos,15,75.0
2017-05-31,Pafos,15,118.0
2017-06-01,Pafos,15,81.0
2017-06-02,Pafos,15,44.0
2017-06-03,Pafos,15,82.0
2017-06-04,Pafos,15,77.0
2017-06-05,Pafos,15,39.0
2017-06-06,Pafos,15,71.0
2017-06-07,Pafos,15,165.0
2017-06-08,Pafos,15,131.0
2017-06-09,Pafos,15,45.0
2017-06-10,Pafos,15,74.0
2017-06-11,Pafos,15,152.0
2017-06-12,Pafos,15,130.0
2017-06-13,Pafos,15,96.0
2017-06-14,Pafos,15,187.0
2017-06-15,Pafos,15,90.0
2017-06-16,Pafos,15,50.0
2017-06-17,Pafos,15,73.0
2017-06-18,Pafos,15,80.0
2017-06-19,Pafos,15,88.0
2017-06-20,Pafos,15,64.0
2017-06-21,Pafos,15,116.0
2017-06-22,Pafos,15,69.0
2017-06-23,Pafos,15,51.0
2017-06-24,Pafos,15,116.0
2017-06-25,Pafos,15,100.0
2017-06-26,Pafos,15,57.0
2017-06-27,Pafos,15,65.0
2017-06-28,Pafos,15,138.0
2017-06-29,Pafos,15,96.0
2017-06-30,Pafos,15,49.0
2017-07-01,Pafos,15,72.0
2017-07-02,Pafos,15,82.0
2017-07-03,Pafos,15,61.0
2017-07-04,Pafos,15,62.0
2017-07-05,Pafos,15,132.0
2017-07-06,Pafos,15,92.0
2017-07-07,Pafos,15,48.0
2017-07-08,Pafos,15,88.0
2017-07-09,Pafos,15,84.0
2017-07-10,Pafos,15,61.0
2017-07-11,Pafos,15,73.0
2017-07-12,Pafos,15,171.0
2017-07-13,Pafos,15,73.0
2017-07-14,Pafos,15,46.0
2017-07-15,Pafos,15,78.0
2017-07-16,Pafos,15,78.0
2017-07-17,Pafos,15,66.0
2017-07-18,Pafos,15,61.0
2017-07-19,Pafos,15,120.0
2017-07-20,Pafos,15,97.0
2017-07-21,Pafos,15,48.0
2017-07-22,Pafos,15,74.0
2017-07-23,Pafos,15,80.0
2017-07-24,Pafos,15,53.0
2017-07-25,Pafos,15,62.0
2017-07-26,Pafos,15,118.0
2017-07-27,Pafos,15,127.0
2017-07-28,Pafos,15,50.0
2017-07-29,Pafos,15,113.0
2017-07-30,Pafos,15,80.0
2017-07-31,Pafos,15,69.0
2017-08-01,Pafos,15,59.0
2017-08-02,Pafos,15,118.0
2017-08-03,Pafos,15,86.0
2017-08-04,Pafos,15,42.0
2017-08-05,Pafos,15,75.0
2017-08-06,Pafos,15,81.0
2017-08-07,Pafos,15,56.0
2017-08-08,Pafos,15,54.0
2017-08-09,Pafos,15,110.0
2017-08-10,Pafos,15,87.0
2017-08-11,Pafos,15,49.0
2017-08-12,Pafos,15,80.0
2017-08-13,Pafos,15,81.0
2017-08-14,Pafos,15,59.0
2017-08-15,Pafos,15,61.0
2017-08-16,Pafos,15,115.0
2017-08-17,Pafos,15,79.0
2017-08-18,Pafos,15,47.0
2017-08-19,Pafos,15,76.0
2017-08-20,Pafos,15,83.0
2017-08-21,Pafos,15,64.0
2017-08-22,Pafos,15,57.0
2017-08-23,Pafos,15,120.0
2017-08-24,Pafos,15,83.0
2017-08-25,Pafos,15,39.0
2017-08-26,Pafos,15,79.0
2017-08-27,Pafos,15,82.0
2017-08-28,Pafos,15,69.0
2017-08-29,Pafos,15,59.0
2017-08-30,Pafos,15,114.0
2017-08-31,Pafos,15,95.0
2017-09-01,Pafos,15,46.0
2017-09-02,Pafos,15,86.0
2017-09-03,Pafos,15,106.0
2017-09-04,Pafos,15,66.0
2017-09-05,Pafos,15,74.0
2017-09-06,Pafos,15,118.0
2017-09-07,Pafos,15,81.0
2017-09-08,Pafos,15,52.0
2017-09-09,Pafos,15,82.0
2017-09-10,Pafos,15,136.0
2017-09-11,Pafos,15,61.0
2017-09-12,Pafos,15,68.0
2017-09-13,Pafos,15,106.0
2017-09-14,Pafos,15,68.0
2017-09-15,Pafos,15,52.0
2017-09-16,Pafos,15,79.0
2017-09-17,Pafos,15,80.0
2017-09-18,Pafos,15,54.0
2017-09-19,Pafos,15,67.0
2017-09-20,Pafos,15,112.0
2017-09-21,Pafos,15,84.0
2017-09-22,Pafos,15,47.0
2017-09-23,Pafos,15,76.0
2017-09-24,Pafos,15,82.0
2017-09-25,Pafos,15,62.0
2017-09-26,Pafos,15,83.0
2017-09-27,Pafos,15,135.0
2017-09-28,Pafos,15,52.0
2017-09-29,Pafos,15,51.0
2017-09-30,Pafos,15,94.0
2017-10-01,Pafos,15,102.0
2017-10-02,Pafos,15,52.0
2017-10-03,Pafos,15,67.0
2017-10-04,Pafos,15,131.0
2017-10-05,Pafos,15,78.0
2017-10-06,Pafos,15,57.0
2017-10-07,Pafos,15,82.0
2017-10-08,Pafos,15,80.0
2017-10-09,Pafos,15,54.0
2017-10-10,Pafos,15,72.0
2017-10-11,Pafos,15,124.0
2017-10-12,Pafos,15,83.0
2017-10-13,Pafos,15,44.0
2017-10-14,Pafos,15,72.0
2017-10-15,Pafos,15,81.0
2017-10-16,Pafos,15,69.0
2017-10-17,Pafos,15,62.0
2017-10-18,Pafos,15,118.0
2017-10-19,Pafos,15,80.0
2017-10-20,Pafos,15,57.0
2017-10-21,Pafos,15,101.0
2017-10-22,Pafos,15,89.0
2017-10-23,Pafos,15,57.0
2017-10-24,Pafos,15,67.0
2017-10-25,Pafos,15,112.0
2017-10-26,Pafos,15,59.0
2017-10-27,Pafos,15,45.0
2017-10-28,Pafos,15,95.0
2017-10-29,Pafos,15,71.0
2017-10-30,Pafos,15,49.0
2017-10-31,Pafos,15,63.0
2017-11-01,Pafos,15,106.0
2017-11-02,Pafos,15,65.0
2017-11-03,Pafos,15,41.0
2017-11-04,Pafos,15,51.0
2017-11-05,Pafos,15,55.0
2017-11-06,Pafos,15,34.0
2017-11-07,Pafos,15,52.0
2017-11-08,Pafos,15,97.0
2017-11-09,Pafos,15,44.0
2017-11-10,Pafos,15,34.0
2017-11-11,Pafos,15,53.0
2017-11-12,Pafos,15,53.0
2017-11-13,Pafos,15,31.0
2017-11-14,Pafos,15,45.0
2017-11-15,Pafos,15,90.0
2017-11-16,Pafos,15,45.0
2017-11-17,Pafos,15,23.0
2017-11-18,Pafos,15,59.0
2017-11-19,Pafos,15,53.0
2017-11-20,Pafos,15,26.0
2017-11-21,Pafos,15,27.0
2017-11-22,Pafos,15,83.0
2017-11-23,Pafos,15,44.0
2017-11-24,Pafos,15,19.0
2017-11-25,Pafos,15,43.0
2017-11-26,Pafos,15,43.0
2017-11-27,Pafos,15,28.0
2017-11-28,Pafos,15,35.0
2017-11-29,Pafos,15,84.0
2017-11-30,Pafos,15,60.0
2017-12-01,Pafos,15,27.0
2017-12-02,Pafos,15,43.0
2017-12-03,Pafos,15,81.0
2017-12-04,Pafos,15,90.0
2017-12-05,Pafos,15,77.0
2017-12-06,Pafos,15,127.0
2017-12-07,Pafos,15,56.0
2017-12-08,Pafos,15,23.0
2017-12-09,Pafos,15,27.0
2017-12-10,Pafos,15,34.0
2017-12-11,Pafos,15,19.0
2017-12-12,Pafos,15,52.0
2017-12-13,Pafos,15,76.0
2017-12-14,Pafos,15,65.0
2017-12-15,Pafos,15,15.0
2017-12-16,Pafos,15,44.0
2017-12-17,Pafos,15,34.0
2017-12-18,Pafos,15,20.0
2017-12-19,Pafos,15,45.0
2017-12-20,Pafos,15,67.0
2017-12-21,Pafos,15,70.0
2017-12-22,Pafos,15,15.0
2017-12-23,Pafos,15,29.0
2017-12-24,Pafos,15,27.0
2017-12-25,Pafos,15,3.0
2017-12-26,Pafos,15,17.0
2017-12-27,Pafos,15,55.0
2017-12-28,Pafos,15,53.0
2017-12-29,Pafos,15,24.0
2017-12-30,Pafos,15,33.0
2017-12-31,Pafos,15,24.0
2012-01-01,Larnaka,5,82.0
2012-01-02,Larnaka,5,114.0
2012-01-03,Larnaka,5,115.0
2012-01-04,Larnaka,5,114.0
2012-01-05,Larnaka,5,96.0
2012-01-06,Larnaka,5,93.0
2012-01-07,Larnaka,5,98.0
2012-01-08,Larnaka,5,118.0
2012-01-09,Larnaka,5,113.0
2012-01-10,Larnaka,5,78.0
2012-01-11,Larnaka,5,106.0
2012-01-12,Larnaka,5,93.0
2012-01-13,Larnaka,5,108.0
2012-01-14,Larnaka,5,128.0
2012-01-15,Larnaka,5,103.0
2012-01-16,Larnaka,5,102.0
2012-01-17,Larnaka,5,92.0
2012-01-18,Larnaka,5,104.0
2012-01-19,Larnaka,5,108.0
2012-01-20,Larnaka,5,115.0
2012-01-21,Larnaka,5,105.0
2012-01-22,Larnaka,5,99.0
2012-01-23,Larnaka,5,114.0
2012-01-24,Larnaka,5,91.0
2012-01-25,Larnaka,5,92.0
2012-01-26,Larnaka,5,77.0
2012-01-27,Larnaka,5,82.0
2012-01-28,Larnaka,5,122.0
2012-01-29,Larnaka,5,102.0
2012-01-30,Larnaka,5,119.0
2012-01-31,Larnaka,5,69.0
2012-02-01,Larnaka,5,94.0
2012-02-02,Larnaka,5,118.0
2012-02-03,Larnaka,5,103.0
2012-02-04,Larnaka,5,125.0
2012-02-05,Larnaka,5,97.0
2012-02-06,Larnaka,5,111.0
2012-02-07,Larnaka,5,63.0
2012-02-08,Larnaka,5,93.0
2012-02-09,Larnaka,5,89.0
2012-02-10,Larnaka,5,105.0
2012-02-11,Larnaka,5,128.0
2012-02-12,Larnaka,5,152.0
2012-02-13,Larnaka,5,142.0
2012-02-14,Larnaka,5,84.0
2012-02-15,Larnaka,5,115.0
2012-02-16,Larnaka,5,103.0
2012-02-17,Larnaka,5,85.0
2012-02-18,Larnaka,5,94.0
2012-02-19,Larnaka,5,102.0
2012-02-20,Larnaka,5,112.0
2012-02-21,Larnaka,5,93.0
2012-02-22,Larnaka,5,106.0
2012-02-23,Larnaka,5,90.0
2012-02-24,Larnaka,5,127.0
2012-02-25,Larnaka,5,133.0
2012-02-26,Larnaka,5,110.0
2012-02-27,Larnaka,5,91.0
2012-02-28,Larnaka,5,65.0
2012-02-29,Larnaka,5,80.0
2012-03-01,Larnaka,5,90.0
2012-03-02,Larnaka,5,107.0
2012-03-03,Larnaka,5,137.0
2012-03-04,Larnaka,5,116.0
2012-03-05,Larnaka,5,134.0
2012-03-06,Larnaka,5,89.0
2012-03-07,Larnaka,5,118.0
2012-03-08,Larnaka,5,106.0
2012-03-09,Larnaka,5,138.0
2012-03-10,Larnaka,5,130.0
2012-03-11,Larnaka,5,115.0
2012-03-12,Larnaka,5,115.0
2012-03-13,Larnaka,5,86.0
2012-03-14,Larnaka,5,93.0
2012-03-15,Larnaka,5,108.0
2012-03-16,Larnaka,5,97.0
2012-03-17,Larnaka,5,124.0
2012-03-18,Larnaka,5,123.0
2012-03-19,Larnaka,5,126.0
2012-03-20,Larnaka,5,95.0
2012-03-21,Larnaka,5,140.0
2012-03-22,Larnaka,5,105.0
2012-03-23,Larnaka,5,110.0
2012-03-24,Larnaka,5,120.0
2012-03-25,Larnaka,5,127.0
2012-03-26,Larnaka,5,132.0
2012-03-27,Larnaka,5,115.0
2012-03-28,Larnaka,5,134.0
2012-03-29,Larnaka,5,129.0
2012-03-30,Larnaka,5,145.0
2012-03-31,Larnaka,5,143.0
2012-04-01,Larnaka,5,134.0
2012-04-02,Larnaka,5,149.0
2012-04-03,Larnaka,5,135.0
2012-04-04,Larnaka,5,132.0
2012-04-05,Larnaka,5,154.0
2012-04-06,Larnaka,5,181.0
2012-04-07,Larnaka,5,140.0
2012-04-08,Larnaka,5,141.0
2012-04-09,Larnaka,5,156.0
2012-04-10,Larnaka,5,122.0
2012-04-11,Larnaka,5,141.0
2012-04-12,Larnaka,5,143.0
2012-04-13,Larnaka,5,169.0
2012-04-14,Larnaka,5,118.0
2012-04-15,Larnaka,5,121.0
2012-04-16,Larnaka,5,158.0
2012-04-17,Larnaka,5,119.0
2012-04-18,Larnaka,5,145.0
2012-04-19,Larnaka,5,140.0
2012-04-20,Larnaka,5,179.0
2012-04-21,Larnaka,5,160.0
2012-04-22,Larnaka,5,168.0
2012-04-23,Larnaka,5,188.0
2012-04-24,Larnaka,5,153.0
2012-04-25,Larnaka,5,155.0
2012-04-26,Larnaka,5,148.0
2012-04-27,Larnaka,5,188.0
2012-04-28,Larnaka,5,151.0
2012-04-29,Larnaka,5,153.0
2012-04-30,Larnaka,5,188.0
2012-05-01,Larnaka,5,116.0
2012-05-02,Larnaka,5,141.0
2012-05-03,Larnaka,5,150.0
2012-05-04,Larnaka,5,182.0
2012-05-05,Larnaka,5,150.0
2012-05-06,Larnaka,5,181.0
2012-05-07,Larnaka,5,190.0
2012-05-08,Larnaka,5,145.0
2012-05-09,Larnaka,5,164.0
2012-05-10,Larnaka,5,164.0
2012-05-11,Larnaka,5,186.0
2012-05-12,Larnaka,5,161.0
2012-05-13,Larnaka,5,173.0
2012-05-14,Larnaka,5,171.0
2012-05-15,Larnaka,5,148.0
2012-05-16,Larnaka,5,160.0
2012-05-17,Larnaka,5,155.0
2012-05-18,Larnaka,5,210.0
2012-05-19,Larnaka,5,155.0
2012-05-20,Larnaka,5,197.0
2012-05-21,Larnaka,5,205.0
2012-05-22,Larnaka,5,148.0
2012-05-23,Larnaka,5,175.0
2012-05-24,Larnaka,5,164.0
2012-05-25,Larnaka,5,184.0
2012-05-26,Larnaka,5,158.0
2012-05-27,Larnaka,5,184.0
2012-05-28,Larnaka,5,198.0
2012-05-29,Larnaka,5,150.0
2012-05-30,Larnaka,5,184.0
2012-05-31,Larnaka,5,159.0
2012-06-01,Larnaka,5,228.0
2012-06-02,Larnaka,5,167.0
2012-06-03,Larnaka,5,175.0
2012-06-04,Larnaka,5,212.0
2012-06-05,Larnaka,5,154.0
2012-06-06,Larnaka,5,186.0
2012-06-07,Larnaka,5,168.0
2012-06-08,Larnaka,5,213.0
2012-06-09,Larnaka,5,159.0
2012-06-10,Larnaka,5,175.0
2012-06-11,Larnaka,5,216.0
2012-06-12,Larnaka,5,133.0
2012-06-13,Larnaka,5,186.0
2012-06-14,Larnaka,5,158.0
2012-06-15,Larnaka,5,200.0
2012-06-16,Larnaka,5,167.0
2012-06-17,Larnaka,5,177.0
2012-06-18,Larnaka,5,215.0
2012-06-19,Larnaka,5,138.0
2012-06-20,Larnaka,5,186.0
2012-06-21,Larnaka,5,161.0
2012-06-22,Larnaka,5,208.0
2012-06-23,Larnaka,5,155.0
2012-06-24,Larnaka,5,177.0
2012-06-25,Larnaka,5,229.0
2012-06-26,Larnaka,5,137.0
2012-06-27,Larnaka,5,184.0
2012-06-28,Larnaka,5,162.0
2012-06-29,Larnaka,5,212.0
2012-06-30,Larnaka,5,175.0
2012-07-01,Larnaka,5,192.0
2012-07-02,Larnaka,5,224.0
2012-07-03,Larnaka,5,164.0
2012-07-04,Larnaka,5,207.0
2012-07-05,Larnaka,5,183.0
2012-07-06,Larnaka,5,215.0
2012-07-07,Larnaka,5,166.0
2012-07-08,Larnaka,5,189.0
2012-07-09,Larnaka,5,217.0
2012-07-10,Larnaka,5,146.0
2012-07-11,Larnaka,5,181.0
2012-07-12,Larnaka,5,194.0
2012-07-13,Larnaka,5,230.0
2012-07-14,Larnaka,5,162.0
2012-07-15,Larnaka,5,210.0
2012-07-16,Larnaka,5,232.0
2012-07-17,Larnaka,5,148.0
2012-07-18,Larnaka,5,201.0
2012-07-19,Larnaka,5,206.0
2012-07-20,Larnaka,5,219.0
2012-07-21,Larnaka,5,179.0
2012-07-22,Larnaka,5,190.0
2012-07-23,Larnaka,5,249.0
2012-07-24,Larnaka,5,152.0
2012-07-25,Larnaka,5,196.0
2012-07-26,Larnaka,5,188.0
2012-07-27,Larnaka,5,214.0
2012-07-28,Larnaka,5,171.0
2012-07-29,Larnaka,5,203.0
2012-07-30,Larnaka,5,209.0
2012-07-31,Larnaka,5,164.0
2012-08-01,Larnaka,5,188.0
2012-08-02,Larnaka,5,187.0
2012-08-03,Larnaka,5,204.0
2012-08-04,Larnaka,5,182.0
2012-08-05,Larnaka,5,176.0
2012-08-06,Larnaka,5,212.0
2012-08-07,Larnaka,5,146.0
2012-08-08,Larnaka,5,196.0
2012-08-09,Larnaka,5,169.0
2012-08-10,Larnaka,5,249.0
2012-08-11,Larnaka,5,171.0
2012-08-12,Larnaka,5,213.0
2012-08-13,Larnaka,5,226.0
2012-08-14,Larnaka,5,186.0
2012-08-15,Larnaka,5,182.0
2012-08-16,Larnaka,5,166.0
2012-08-17,Larnaka,5,215.0
2012-08-18,Larnaka,5,197.0
2012-08-19,Larnaka,5,186.0
2012-08-20,Larnaka,5,236.0
2012-08-21,Larnaka,5,156.0
2012-08-22,Larnaka,5,207.0
2012-08-23,Larnaka,5,187.0
2012-08-24,Larnaka,5,213.0
2012-08-25,Larnaka,5,178.0
2012-08-26,Larnaka,5,193.0
2012-08-27,Larnaka,5,215.0
2012-08-28,Larnaka,5,160.0
2012-08-29,Larnaka,5,210.0
2012-08-30,Larnaka,5,169.0
2012-08-31,Larnaka,5,212.0
2012-09-01,Larnaka,5,161.0
2012-09-02,Larnaka,5,191.0
2012-09-03,Larnaka,5,219.0
2012-09-04,Larnaka,5,145.0
2012-09-05,Larnaka,5,201.0
2012-09-06,Larnaka,5,177.0
2012-09-07,Larnaka,5,201.0
2012-09-08,Larnaka,5,158.0
2012-09-09,Larnaka,5,215.0
2012-09-10,Larnaka,5,185.0
2012-09-11,Larnaka,5,159.0
2012-09-12,Larnaka,5,201.0
2012-09-13,Larnaka,5,165.0
2012-09-14,Larnaka,5,213.0
2012-09-15,Larnaka,5,186.0
2012-09-16,Larnaka,5,181.0
2012-09-17,Larnaka,5,196.0
2012-09-18,Larnaka,5,130.0
2012-09-19,Larnaka,5,194.0
2012-09-20,Larnaka,5,157.0
2012-09-21,Larnaka,5,199.0
2012-09-22,Larnaka,5,168.0
2012-09-23,Larnaka,5,182.0
2012-09-24,Larnaka,5,204.0
2012-09-25,Larnaka,5,136.0
2012-09-26,Larnaka,5,178.0
2012-09-27,Larnaka,5,163.0
2012-09-28,Larnaka,5,207.0
2012-09-29,Larnaka,5,173.0
2012-09-30,Larnaka,5,168.0
2012-10-01,Larnaka,5,182.0
2012-10-02,Larnaka,5,122.0
2012-10-03,Larnaka,5,173.0
2012-10-04,Larnaka,5,145.0
2012-10-05,Larnaka,5,181.0
2012-10-06,Larnaka,5,142.0
2012-10-07,Larnaka,5,176.0
2012-10-08,Larnaka,5,187.0
2012-10-09,Larnaka,5,141.0
2012-10-10,Larnaka,5,183.0
2012-10-11,Larnaka,5,152.0
2012-10-12,Larnaka,5,183.0
2012-10-13,Larnaka,5,141.0
2012-10-14,Larnaka,5,168.0
2012-10-15,Larnaka,5,180.0
2012-10-16,Larnaka,5,114.0
2012-10-17,Larnaka,5,169.0
2012-10-18,Larnaka,5,136.0
2012-10-19,Larnaka,5,177.0
2012-10-20,Larnaka,5,147.0
2012-10-21,Larnaka,5,162.0
2012-10-22,Larnaka,5,159.0
2012-10-23,Larnaka,5,109.0
2012-10-24,Larnaka,5,164.0
2012-10-25,Larnaka,5,124.0
2012-10-26,Larnaka,5,153.0
2012-10-27,Larnaka,5,145.0
2012-10-28,Larnaka,5,153.0
2012-10-29,Larnaka,5,143.0
2012-10-30,Larnaka,5,97.0
2012-10-31,Larnaka,5,159.0
2012-11-01,Larnaka,5,101.0
2012-11-02,Larnaka,5,108.0
2012-11-03,Larnaka,5,135.0
2012-11-04,Larnaka,5,161.0
2012-11-05,Larnaka,5,125.0
2012-11-06,Larnaka,5,99.0
2012-11-07,Larnaka,5,132.0
2012-11-08,Larnaka,5,102.0
2012-11-09,Larnaka,5,118.0
2012-11-10,Larnaka,5,122.0
2012-11-11,Larnaka,5,112.0
2012-11-12,Larnaka,5,110.0
2012-11-13,Larnaka,5,84.0
2012-11-14,Larnaka,5,109.0
2012-11-15,Larnaka,5,82.0
2012-11-16,Larnaka,5,115.0
2012-11-17,Larnaka,5,90.0
2012-11-18,Larnaka,5,85.0
2012-11-19,Larnaka,5,113.0
2012-11-20,Larnaka,5,91.0
2012-11-21,Larnaka,5,117.0
2012-11-22,Larnaka,5,74.0
2012-11-23,Larnaka,5,83.0
2012-11-24,Larnaka,5,108.0
2012-11-25,Larnaka,5,101.0
2012-11-26,Larnaka,5,111.0
2012-11-27,Larnaka,5,102.0
2012-11-28,Larnaka,5,114.0
2012-11-29,Larnaka,5,93.0
2012-11-30,Larnaka,5,99.0
2012-12-01,Larnaka,5,109.0
2012-12-02,Larnaka,5,83.0
2012-12-03,Larnaka,5,91.0
2012-12-04,Larnaka,5,69.0
2012-12-05,Larnaka,5,100.0
2012-12-06,Larnaka,5,139.0
2012-12-07,Larnaka,5,85.0
2012-12-08,Larnaka,5,94.0
2012-12-09,Larnaka,5,89.0
2012-12-10,Larnaka,5,86.0
2012-12-11,Larnaka,5,82.0
2012-12-12,Larnaka,5,114.0
2012-12-13,Larnaka,5,72.0
2012-12-14,Larnaka,5,104.0
2012-12-15,Larnaka,5,124.0
2012-12-16,Larnaka,5,83.0
2012-12-17,Larnaka,5,93.0
2012-12-18,Larnaka,5,68.0
2012-12-19,Larnaka,5,108.0
2012-12-20,Larnaka,5,76.0
2012-12-21,Larnaka,5,101.0
2012-12-22,Larnaka,5,110.0
2012-12-23,Larnaka,5,87.0
2012-12-24,Larnaka,5,75.0
2012-12-25,Larnaka,5,47.0
2012-12-26,Larnaka,5,95.0
2012-12-27,Larnaka,5,78.0
2012-12-28,Larnaka,5,98.0
2012-12-29,Larnaka,5,99.0
2012-12-30,Larnaka,5,89.0
2012-12-31,Larnaka,5,72.0
2013-01-01,Larnaka,5,41.0
2013-01-02,Larnaka,5,94.0
2013-01-03,Larnaka,5,88.0
2013-01-04,Larnaka,5,89.0
2013-01-05,Larnaka,5,111.0
2013-01-06,Larnaka,5,91.0
2013-01-07,Larnaka,5,84.0
2013-01-08,Larnaka,5,66.0
2013-01-09,Larnaka,5,92.0
2013-01-10,Larnaka,5,81.0
2013-01-11,Larnaka,5,106.0
2013-01-12,Larnaka,5,100.0
2013-01-13,Larnaka,5,83.0
2013-01-14,Larnaka,5,88.0
2013-01-15,Larnaka,5,67.0
2013-01-16,Larnaka,5,101.0
2013-01-17,Larnaka,5,79.0
2013-01-18,Larnaka,5,90.0
2013-01-19,Larnaka,5,93.0
2013-01-20,Larnaka,5,70.0
2013-01-21,Larnaka,5,94.0
2013-01-22,Larnaka,5,70.0
2013-01-23,Larnaka,5,104.0
2013-01-24,Larnaka,5,71.0
2013-01-25,Larnaka,5,90.0
2013-01-26,Larnaka,5,97.0
2013-01-27,Larnaka,5,76.0
2013-01-28,Larnaka,5,77.0
2013-01-29,Larnaka,5,71.0
2013-01-30,Larnaka,5,78.0
2013-01-31,Larnaka,5,63.0
2013-02-01,Larnaka,5,77.0
2013-02-02,Larnaka,5,97.0
2013-02-03,Larnaka,5,90.0
2013-02-04,Larnaka,5,82.0
2013-02-05,Larnaka,5,66.0
2013-02-06,Larnaka,5,90.0
2013-02-07,Larnaka,5,94.0
2013-02-08,Larnaka,5,87.0
2013-02-09,Larnaka,5,93.0
2013-02-10,Larnaka,5,75.0
2013-02-11,Larnaka,5,76.0
2013-02-12,Larnaka,5,70.0
2013-02-13,Larnaka,5,100.0
2013-02-14,Larnaka,5,90.0
2013-02-15,Larnaka,5,79.0
2013-02-16,Larnaka,5,101.0
2013-02-17,Larnaka,5,78.0
2013-02-18,Larnaka,5,93.0
2013-02-19,Larnaka,5,73.0
2013-02-20,Larnaka,5,100.0
