date,airport,station_code,total_flights
2016-02-16,Larnaka,5,113.0
2016-02-17,Larnaka,5,121.0
2016-02-18,Larnaka,5,111.0
2016-02-19,Larnaka,5,113.0
2016-02-20,Larnaka,5,136.0
2016-02-21,Larnaka,5,101.0
2016-02-22,Larnaka,5,82.0
2016-02-23,Larnaka,5,89.0
2016-02-24,Larnaka,5,101.0
2016-02-25,Larnaka,5,85.0
2016-02-26,Larnaka,5,88.0
2016-02-27,Larnaka,5,102.0
2016-02-28,Larnaka,5,110.0
2016-02-29,Larnaka,5,91.0
2016-03-01,Larnaka,5,109.0
2016-03-02,Larnaka,5,110.0
2016-03-03,Larnaka,5,82.0
2016-03-04,Larnaka,5,79.0
2016-03-05,Larnaka,5,106.0
2016-03-06,Larnaka,5,100.0
2016-03-07,Larnaka,5,102.0
2016-03-08,Larnaka,5,107.0
2016-03-09,Larnaka,5,105.0
2016-03-10,Larnaka,5,90.0
2016-03-11,Larnaka,5,120.0
2016-03-12,Larnaka,5,145.0
2016-03-13,Larnaka,5,118.0
2016-03-14,Larnaka,5,78.0
2016-03-15,Larnaka,5,86.0
2016-03-16,Larnaka,5,114.0
2016-03-17,Larnaka,5,115.0
2016-03-18,Larnaka,5,119.0
2016-03-19,Larnaka,5,129.0
2016-03-20,Larnaka,5,115.0
2016-03-21,Larnaka,5,99.0
2016-03-22,Larnaka,5,104.0
2016-03-23,Larnaka,5,164.0
2016-03-24,Larnaka,5,118.0
2016-03-25,Larnaka,5,100.0
2016-03-26,Larnaka,5,116.0
2016-03-27,Larnaka,5,123.0
2016-03-28,Larnaka,5,111.0
2016-03-29,Larnaka,5,55.0
2016-03-30,Larnaka,5,163.0
2016-03-31,Larnaka,5,123.0
2016-04-01,Larnaka,5,127.0
2016-04-02,Larnaka,5,149.0
2016-04-03,Larnaka,5,141.0
2016-04-04,Larnaka,5,133.0
2016-04-05,Larnaka,5,132.0
2016-04-06,Larnaka,5,157.0
2016-04-07,Larnaka,5,119.0
2016-04-08,Larnaka,5,158.0
2016-04-09,Larnaka,5,164.0
2016-04-10,Larnaka,5,138.0
2016-04-11,Larnaka,5,145.0
2016-04-12,Larnaka,5,119.0
2016-04-13,Larnaka,5,166.0
2016-04-14,Larnaka,5,132.0
2016-04-15,Larnaka,5,163.0
2016-04-16,Larnaka,5,141.0
2016-04-17,Larnaka,5,156.0
2016-04-18,Larnaka,5,142.0
2016-04-19,Larnaka,5,121.0
2016-04-20,Larnaka,5,144.0
2016-04-21,Larnaka,5,137.0
2016-04-22,Larnaka,5,166.0
2016-04-23,Larnaka,5,158.0
2016-04-24,Larnaka,5,171.0
2016-04-25,Larnaka,5,172.0
2016-04-26,Larnaka,5,148.0
2016-04-27,Larnaka,5,185.0
2016-04-28,Larnaka,5,188.0
2016-04-29,Larnaka,5,178.0
2016-04-30,Larnaka,5,176.0
2016-05-01,Larnaka,5,199.0
2016-05-02,Larnaka,5,165.0
2016-05-03,Larnaka,5,153.0
2016-05-04,Larnaka,5,186.0
2016-05-05,Larnaka,5,139.0
2016-05-06,Larnaka,5,194.0
2016-05-07,Larnaka,5,184.0
2016-05-08,Larnaka,5,215.0
2016-05-09,Larnaka,5,202.0
2016-05-10,Larnaka,5,161.0
2016-05-11,Larnaka,5,201.0
2016-05-12,Larnaka,5,179.0
2016-05-13,Larnaka,5,226.0
2016-05-14,Larnaka,5,197.0
2016-05-15,Larnaka,5,203.0
2016-05-16,Larnaka,5,193.0
2016-05-17,Larnaka,5,153.0
2016-05-18,Larnaka,5,206.0
2016-05-19,Larnaka,5,185.0
2016-05-20,Larnaka,5,210.0
2016-05-21,Larnaka,5,205.0
2016-05-22,Larnaka,5,200.0
2016-05-23,Larnaka,5,168.0
2016-05-24,Larnaka,5,164.0
2016-05-25,Larnaka,5,227.0
2016-05-26,Larnaka,5,187.0
2016-05-27,Larnaka,5,187.0
2016-05-28,Larnaka,5,194.0
2016-05-29,Larnaka,5,217.0
2016-05-30,Larnaka,5,199.0
2016-05-31,Larnaka,5,168.0
2016-06-01,Larnaka,5,294.0
2016-06-02,Larnaka,5,181.0
2016-06-03,Larnaka,5,219.0
2016-06-04,Larnaka,5,219.0
2016-06-05,Larnaka,5,218.0
2016-06-06,Larnaka,5,197.0
2016-06-07,Larnaka,5,197.0
2016-06-08,Larnaka,5,233.0
2016-06-09,Larnaka,5,204.0
2016-06-10,Larnaka,5,217.0
2016-06-11,Larnaka,5,207.0
2016-06-12,Larnaka,5,221.0
2016-06-13,Larnaka,5,224.0
2016-06-14,Larnaka,5,185.0
2016-06-15,Larnaka,5,216.0
2016-06-16,Larnaka,5,176.0
2016-06-17,Larnaka,5,211.0
2016-06-18,Larnaka,5,220.0
2016-06-19,Larnaka,5,239.0
2016-06-20,Larnaka,5,220.0
2016-06-21,Larnaka,5,170.0
2016-06-22,Larnaka,5,225.0
2016-06-23,Larnaka,5,184.0
2016-06-24,Larnaka,5,227.0
2016-06-25,Larnaka,5,222.0
2016-06-26,Larnaka,5,246.0
2016-06-27,Larnaka,5,226.0
2016-06-28,Larnaka,5,186.0
2016-06-29,Larnaka,5,241.0
2016-06-30,Larnaka,5,202.0
2016-07-01,Larnaka,5,249.0
2016-07-02,Larnaka,5,222.0
2016-07-03,Larnaka,5,233.0
2016-07-04,Larnaka,5,244.0
2016-07-05,Larnaka,5,225.0
2016-07-06,Larnaka,5,267.0
2016-07-07,Larnaka,5,228.0
2016-07-08,Larnaka,5,265.0
2016-07-09,Larnaka,5,249.0
2016-07-10,Larnaka,5,244.0
2016-07-11,Larnaka,5,236.0
2016-07-12,Larnaka,5,210.0
2016-07-13,Larnaka,5,272.0
2016-07-14,Larnaka,5,199.0
2016-07-15,Larnaka,5,260.0
2016-07-16,Larnaka,5,258.0
2016-07-17,Larnaka,5,265.0
2016-07-18,Larnaka,5,263.0
2016-07-19,Larnaka,5,216.0
2016-07-20,Larnaka,5,282.0
2016-07-21,Larnaka,5,229.0
2016-07-22,Larnaka,5,262.0
2016-07-23,Larnaka,5,242.0
2016-07-24,Larnaka,5,249.0
2016-07-25,Larnaka,5,239.0
2016-07-26,Larnaka,5,227.0
2016-07-27,Larnaka,5,290.0
2016-07-28,Larnaka,5,214.0
2016-07-29,Larnaka,5,250.0
2016-07-30,Larnaka,5,242.0
2016-07-31,Larnaka,5,266.0
2016-08-01,Larnaka,5,251.0
2016-08-02,Larnaka,5,212.0
2016-08-03,Larnaka,5,280.0
2016-08-04,Larnaka,5,201.0
2016-08-05,Larnaka,5,251.0
2016-08-06,Larnaka,5,215.0
2016-08-07,Larnaka,5,234.0
2016-08-08,Larnaka,5,223.0
2016-08-09,Larnaka,5,215.0
2016-08-10,Larnaka,5,272.0
2016-08-11,Larnaka,5,220.0
2016-08-12,Larnaka,5,243.0
2016-08-13,Larnaka,5,238.0
2016-08-14,Larnaka,5,247.0
2016-08-15,Larnaka,5,161.0
2016-08-16,Larnaka,5,196.0
2016-08-17,Larnaka,5,284.0
2016-08-18,Larnaka,5,220.0
2016-08-19,Larnaka,5,255.0
2016-08-20,Larnaka,5,236.0
2016-08-21,Larnaka,5,254.0
2016-08-22,Larnaka,5,242.0
2016-08-23,Larnaka,5,209.0
2016-08-24,Larnaka,5,283.0
2016-08-25,Larnaka,5,222.0
2016-08-26,Larnaka,5,252.0
2016-08-27,Larnaka,5,242.0
2016-08-28,Larnaka,5,251.0
2016-08-29,Larnaka,5,243.0
2016-08-30,Larnaka,5,211.0
2016-08-31,Larnaka,5,272.0
2016-09-01,Larnaka,5,216.0
2016-09-02,Larnaka,5,244.0
2016-09-03,Larnaka,5,226.0
2016-09-04,Larnaka,5,229.0
2016-09-05,Larnaka,5,219.0
2016-09-06,Larnaka,5,189.0
2016-09-07,Larnaka,5,242.0
2016-09-08,Larnaka,5,204.0
2016-09-09,Larnaka,5,241.0
2016-09-10,Larnaka,5,225.0
2016-09-11,Larnaka,5,241.0
2016-09-12,Larnaka,5,227.0
2016-09-13,Larnaka,5,185.0
2016-09-14,Larnaka,5,247.0
2016-09-15,Larnaka,5,201.0
2016-09-16,Larnaka,5,243.0
2016-09-17,Larnaka,5,215.0
2016-09-18,Larnaka,5,239.0
2016-09-19,Larnaka,5,218.0
2016-09-20,Larnaka,5,188.0
2016-09-21,Larnaka,5,252.0
2016-09-22,Larnaka,5,183.0
2016-09-23,Larnaka,5,240.0
2016-09-24,Larnaka,5,213.0
2016-09-25,Larnaka,5,230.0
2016-09-26,Larnaka,5,228.0
2016-09-27,Larnaka,5,179.0
2016-09-28,Larnaka,5,235.0
2016-09-29,Larnaka,5,206.0
2016-09-30,Larnaka,5,266.0
2016-10-01,Larnaka,5,216.0
2016-10-02,Larnaka,5,238.0
2016-10-03,Larnaka,5,212.0
2016-10-04,Larnaka,5,204.0
2016-10-05,Larnaka,5,236.0
2016-10-06,Larnaka,5,202.0
2016-10-07,Larnaka,5,230.0
2016-10-08,Larnaka,5,231.0
2016-10-09,Larnaka,5,233.0
2016-10-10,Larnaka,5,231.0
2016-10-11,Larnaka,5,174.0
2016-10-12,Larnaka,5,229.0
2016-10-13,Larnaka,5,189.0
2016-10-14,Larnaka,5,227.0
2016-10-15,Larnaka,5,203.0
2016-10-16,Larnaka,5,234.0
2016-10-17,Larnaka,5,215.0
2016-10-18,Larnaka,5,169.0
2016-10-19,Larnaka,5,246.0
2016-10-20,Larnaka,5,199.0
2016-10-21,Larnaka,5,230.0
2016-10-22,Larnaka,5,216.0
2016-10-23,Larnaka,5,243.0
2016-10-24,Larnaka,5,218.0
2016-10-25,Larnaka,5,175.0
2016-10-26,Larnaka,5,229.0
2016-10-27,Larnaka,5,182.0
2016-10-28,Larnaka,5,182.0
2016-10-29,Larnaka,5,199.0
2016-10-30,Larnaka,5,218.0
2016-10-31,Larnaka,5,135.0
2016-11-01,Larnaka,5,123.0
2016-11-02,Larnaka,5,165.0
2016-11-03,Larnaka,5,159.0
2016-11-04,Larnaka,5,152.0
2016-11-05,Larnaka,5,153.0
2016-11-06,Larnaka,5,149.0
2016-11-07,Larnaka,5,142.0
2016-11-08,Larnaka,5,144.0
2016-11-09,Larnaka,5,167.0
2016-11-10,Larnaka,5,136.0
2016-11-11,Larnaka,5,132.0
2016-11-12,Larnaka,5,149.0
2016-11-13,Larnaka,5,135.0
2016-11-14,Larnaka,5,125.0
2016-11-15,Larnaka,5,148.0
2016-11-16,Larnaka,5,130.0
2016-11-17,Larnaka,5,130.0
2016-11-18,Larnaka,5,140.0
2016-11-19,Larnaka,5,140.0
2016-11-20,Larnaka,5,127.0
2016-11-21,Larnaka,5,136.0
2016-11-22,Larnaka,5,130.0
2016-11-23,Larnaka,5,131.0
2016-11-24,Larnaka,5,122.0
2016-11-25,Larnaka,5,122.0
2016-11-26,Larnaka,5,134.0
2016-11-27,Larnaka,5,124.0
2016-11-28,Larnaka,5,129.0
2016-11-29,Larnaka,5,110.0
2016-11-30,Larnaka,5,116.0
2016-12-01,Larnaka,5,102.0
2016-12-02,Larnaka,5,115.0
2016-12-03,Larnaka,5,134.0
2016-12-04,Larnaka,5,130.0
2016-12-05,Larnaka,5,102.0
2016-12-06,Larnaka,5,127.0
2016-12-07,Larnaka,5,130.0
2016-12-08,Larnaka,5,115.0
2016-12-09,Larnaka,5,144.0
2016-12-10,Larnaka,5,137.0
2016-12-11,Larnaka,5,138.0
2016-12-12,Larnaka,5,119.0
2016-12-13,Larnaka,5,115.0
2016-12-14,Larnaka,5,113.0
2016-12-15,Larnaka,5,120.0
2016-12-16,Larnaka,5,110.0
2016-12-17,Larnaka,5,123.0
2016-12-18,Larnaka,5,114.0
2016-12-19,Larnaka,5,130.0
2016-12-20,Larnaka,5,149.0
2016-12-21,Larnaka,5,148.0
2016-12-22,Larnaka,5,134.0
2016-12-23,Larnaka,5,113.0
2016-12-24,Larnaka,5,106.0
2016-12-25,Larnaka,5,77.0
2016-12-26,Larnaka,5,101.0
2016-12-27,Larnaka,5,139.0
2016-12-28,Larnaka,5,127.0
2016-12-29,Larnaka,5,122.0
2016-12-30,Larnaka,5,116.0
2016-12-31,Larnaka,5,105.0
2017-01-01,Larnaka,5,88.0
2017-01-02,Larnaka,5,123.0
2017-01-03,Larnaka,5,127.0
2017-01-04,Larnaka,5,134.0
2017-01-05,Larnaka,5,130.0
2017-01-06,Larnaka,5,91.0
2017-01-07,Larnaka,5,124.0
2017-01-08,Larnaka,5,131.0
2017-01-09,Larnaka,5,117.0
2017-01-10,Larnaka,5,97.0
2017-01-11,Larnaka,5,121.0
2017-01-12,Larnaka,5,124.0
2017-01-13,Larnaka,5,128.0
2017-01-14,Larnaka,5,119.0
2017-01-15,Larnaka,5,113.0
2017-01-16,Larnaka,5,128.0
2017-01-17,Larnaka,5,131.0
2017-01-18,Larnaka,5,134.0
2017-01-19,Larnaka,5,133.0
2017-01-20,Larnaka,5,137.0
2017-01-21,Larnaka,5,111.0
2017-01-22,Larnaka,5,123.0
2017-01-23,Larnaka,5,122.0
2017-01-24,Larnaka,5,118.0
2017-01-25,Larnaka,5,112.0
2017-01-26,Larnaka,5,116.0
2017-01-27,Larnaka,5,93.0
2017-01-28,Larnaka,5,120.0
2017-01-29,Larnaka,5,117.0
2017-01-30,Larnaka,5,118.0
2017-01-31,Larnaka,5,126.0
2017-02-01,Larnaka,5,124.0
2017-02-02,Larnaka,5,135.0
2017-02-03,Larnaka,5,117.0
2017-02-04,Larnaka,5,140.0
2017-02-05,Larnaka,5,112.0
2017-02-06,Larnaka,5,126.0
2017-02-07,Larnaka,5,112.0
2017-02-08,Larnaka,5,125.0
2017-02-09,Larnaka,5,118.0
2017-02-10,Larnaka,5,129.0
2017-02-11,Larnaka,5,127.0
2017-02-12,Larnaka,5,117.0
2017-02-13,Larnaka,5,122.0
2017-02-14,Larnaka,5,121.0
2017-02-15,Larnaka,5,126.0
2017-02-16,Larnaka,5,128.0
2017-02-17,Larnaka,5,138.0
2017-02-18,Larnaka,5,135.0
2017-02-19,Larnaka,5,116.0
2017-02-20,Larnaka,5,124.0
2017-02-21,Larnaka,5,116.0
2017-02-22,Larnaka,5,130.0
2017-02-23,Larnaka,5,153.0
2017-02-24,Larnaka,5,126.0
2017-02-25,Larnaka,5,95.0
2017-02-26,Larnaka,5,115.0
2017-02-27,Larnaka,5,101.0
2017-02-28,Larnaka,5,119.0
2017-03-01,Larnaka,5,129.0
2017-03-02,Larnaka,5,136.0
2017-03-03,Larnaka,5,153.0
2017-03-04,Larnaka,5,151.0
2017-03-05,Larnaka,5,133.0
2017-03-06,Larnaka,5,133.0
2017-03-07,Larnaka,5,137.0
2017-03-08,Larnaka,5,154.0
2017-03-09,Larnaka,5,132.0
2017-03-10,Larnaka,5,105.0
2017-03-11,Larnaka,5,115.0
2017-03-12,Larnaka,5,130.0
2017-03-13,Larnaka,5,142.0
2017-03-14,Larnaka,5,137.0
2017-03-15,Larnaka,5,155.0
2017-03-16,Larnaka,5,152.0
2017-03-17,Larnaka,5,147.0
2017-03-18,Larnaka,5,183.0
2017-03-19,Larnaka,5,145.0
2017-03-20,Larnaka,5,136.0
2017-03-21,Larnaka,5,127.0
2017-03-22,Larnaka,5,158.0
2017-03-23,Larnaka,5,155.0
2017-03-24,Larnaka,5,151.0
2017-03-25,Larnaka,5,142.0
2017-03-26,Larnaka,5,156.0
2017-03-27,Larnaka,5,162.0
2017-03-28,Larnaka,5,162.0
2017-03-29,Larnaka,5,200.0
2017-03-30,Larnaka,5,156.0
2017-03-31,Larnaka,5,167.0
2017-04-01,Larnaka,5,144.0
2017-04-02,Larnaka,5,151.0
2017-04-03,Larnaka,5,187.0
2017-04-04,Larnaka,5,112.0
2017-04-05,Larnaka,5,196.0
2017-04-06,Larnaka,5,173.0
2017-04-07,Larnaka,5,178.0
2017-04-08,Larnaka,5,171.0
2017-04-09,Larnaka,5,182.0
2017-04-10,Larnaka,5,205.0
2017-04-11,Larnaka,5,192.0
2017-04-12,Larnaka,5,198.0
2017-04-13,Larnaka,5,160.0
2017-04-14,Larnaka,5,171.0
2017-04-15,Larnaka,5,186.0
2017-04-16,Larnaka,5,170.0
2017-04-17,Larnaka,5,163.0
2017-04-18,Larnaka,5,209.0
2017-04-19,Larnaka,5,210.0
2017-04-20,Larnaka,5,188.0
2017-04-21,Larnaka,5,193.0
2017-04-22,Larnaka,5,208.0
2017-04-23,Larnaka,5,164.0
2017-04-24,Larnaka,5,178.0
2017-04-25,Larnaka,5,185.0
2017-04-26,Larnaka,5,217.0
2017-04-27,Larnaka,5,169.0
2017-04-28,Larnaka,5,225.0
2017-04-29,Larnaka,5,188.0
2017-04-30,Larnaka,5,199.0
2017-05-01,Larnaka,5,197.0
2017-05-02,Larnaka,5,176.0
2017-05-03,Larnaka,5,220.0
2017-05-04,Larnaka,5,195.0
2017-05-05,Larnaka,5,221.0
2017-05-06,Larnaka,5,212.0
2017-05-07,Larnaka,5,226.0
2017-05-08,Larnaka,5,217.0
2017-05-09,Larnaka,5,196.0
2017-05-10,Larnaka,5,209.0
2017-05-11,Larnaka,5,211.0
2017-05-12,Larnaka,5,206.0
2017-05-13,Larnaka,5,204.0
2017-05-14,Larnaka,5,229.0
2017-05-15,Larnaka,5,183.0
2017-05-16,Larnaka,5,189.0
2017-05-17,Larnaka,5,223.0
2017-05-18,Larnaka,5,204.0
2017-05-19,Larnaka,5,210.0
2017-05-20,Larnaka,5,198.0
2017-05-21,Larnaka,5,228.0
2017-05-22,Larnaka,5,214.0
2017-05-23,Larnaka,5,174.0
2017-05-24,Larnaka,5,250.0
2017-05-25,Larnaka,5,239.0
2017-05-26,Larnaka,5,239.0
2017-05-27,Larnaka,5,240.0
2017-05-28,Larnaka,5,235.0
2017-05-29,Larnaka,5,254.0
2017-05-30,Larnaka,5,221.0
2017-05-31,Larnaka,5,246.0
2017-06-01,Larnaka,5,231.0
2017-06-02,Larnaka,5,250.0
2017-06-03,Larnaka,5,268.0
2017-06-04,Larnaka,5,240.0
2017-06-05,Larnaka,5,223.0
2017-06-06,Larnaka,5,177.0
2017-06-07,Larnaka,5,252.0
2017-06-08,Larnaka,5,210.0
2017-06-09,Larnaka,5,221.0
2017-06-10,Larnaka,5,245.0
2017-06-11,Larnaka,5,245.0
2017-06-12,Larnaka,5,231.0
2017-06-13,Larnaka,5,189.0
2017-06-14,Larnaka,5,241.0
2017-06-15,Larnaka,5,258.0
2017-06-16,Larnaka,5,254.0
2017-06-17,Larnaka,5,242.0
2017-06-18,Larnaka,5,261.0
2017-06-19,Larnaka,5,248.0
2017-06-20,Larnaka,5,195.0
2017-06-21,Larnaka,5,258.0
2017-06-22,Larnaka,5,252.0
2017-06-23,Larnaka,5,261.0
2017-06-24,Larnaka,5,263.0
2017-06-25,Larnaka,5,291.0
2017-06-26,Larnaka,5,265.0
2017-06-27,Larnaka,5,215.0
2017-06-28,Larnaka,5,288.0
2017-06-29,Larnaka,5,257.0
2017-06-30,Larnaka,5,261.0
2017-07-01,Larnaka,5,283.0
2017-07-02,Larnaka,5,267.0
2017-07-03,Larnaka,5,278.0
2017-07-04,Larnaka,5,222.0
2017-07-05,Larnaka,5,302.0
2017-07-06,Larnaka,5,230.0
2017-07-07,Larnaka,5,296.0
2017-07-08,Larnaka,5,254.0
2017-07-09,Larnaka,5,284.0
2017-07-10,Larnaka,5,270.0
2017-07-11,Larnaka,5,236.0
2017-07-12,Larnaka,5,278.0
2017-07-13,Larnaka,5,262.0
2017-07-14,Larnaka,5,267.0
2017-07-15,Larnaka,5,266.0
2017-07-16,Larnaka,5,287.0
2017-07-17,Larnaka,5,296.0
2017-07-18,Larnaka,5,244.0
2017-07-19,Larnaka,5,279.0
2017-07-20,Larnaka,5,271.0
2017-07-21,Larnaka,5,287.0
2017-07-22,Larnaka,5,283.0
2017-07-23,Larnaka,5,284.0
2017-07-24,Larnaka,5,291.0
2017-07-25,Larnaka,5,236.0
2017-07-26,Larnaka,5,279.0
2017-07-27,Larnaka,5,276.0
2017-07-28,Larnaka,5,286.0
2017-07-29,Larnaka,5,276.0
2017-07-30,Larnaka,5,280.0
2017-07-31,Larnaka,5,289.0
2017-08-01,Larnaka,5,245.0
2017-08-02,Larnaka,5,300.0
2017-08-03,Larnaka,5,265.0
2017-08-04,Larnaka,5,283.0
2017-08-05,Larnaka,5,269.0
2017-08-06,Larnaka,5,286.0
2017-08-07,Larnaka,5,259.0
2017-08-08,Larnaka,5,226.0
2017-08-09,Larnaka,5,285.0
2017-08-10,Larnaka,5,262.0
2017-08-11,Larnaka,5,284.0
2017-08-12,Larnaka,5,283.0
2017-08-13,Larnaka,5,278.0
2017-08-14,Larnaka,5,250.0
2017-08-15,Larnaka,5,205.0
2017-08-16,Larnaka,5,275.0
2017-08-17,Larnaka,5,257.0
2017-08-18,Larnaka,5,292.0
2017-08-19,Larnaka,5,256.0
2017-08-20,Larnaka,5,271.0
2017-08-21,Larnaka,5,289.0
2017-08-22,Larnaka,5,214.0
2017-08-23,Larnaka,5,293.0
2017-08-24,Larnaka,5,262.0
2017-08-25,Larnaka,5,278.0
2017-08-26,Larnaka,5,273.0
2017-08-27,Larnaka,5,277.0
2017-08-28,Larnaka,5,285.0
2017-08-29,Larnaka,5,237.0
2017-08-30,Larnaka,5,284.0
2017-08-31,Larnaka,5,251.0
2017-09-01,Larnaka,5,274.0
2017-09-02,Larnaka,5,261.0
2017-09-03,Larnaka,5,267.0
2017-09-04,Larnaka,5,269.0
2017-09-05,Larnaka,5,221.0
2017-09-06,Larnaka,5,259.0
2017-09-07,Larnaka,5,254.0
2017-09-08,Larnaka,5,256.0
2017-09-09,Larnaka,5,256.0
2017-09-10,Larnaka,5,259.0
2017-09-11,Larnaka,5,257.0
2017-09-12,Larnaka,5,199.0
2017-09-13,Larnaka,5,252.0
2017-09-14,Larnaka,5,254.0
2017-09-15,Larnaka,5,256.0
2017-09-16,Larnaka,5,246.0
2017-09-17,Larnaka,5,272.0
2017-09-18,Larnaka,5,254.0
2017-09-19,Larnaka,5,207.0
2017-09-20,Larnaka,5,270.0
2017-09-21,Larnaka,5,212.0
2017-09-22,Larnaka,5,241.0
2017-09-23,Larnaka,5,274.0
2017-09-24,Larnaka,5,268.0
2017-09-25,Larnaka,5,259.0
2017-09-26,Larnaka,5,178.0
2017-09-27,Larnaka,5,257.0
2017-09-28,Larnaka,5,234.0
2017-09-29,Larnaka,5,222.0
2017-09-30,Larnaka,5,229.0
2017-10-01,Larnaka,5,267.0
2017-10-02,Larnaka,5,258.0
2017-10-03,Larnaka,5,204.0
2017-10-04,Larnaka,5,280.0
2017-10-05,Larnaka,5,239.0
2017-10-06,Larnaka,5,249.0
2017-10-07,Larnaka,5,225.0
2017-10-08,Larnaka,5,278.0
2017-10-09,Larnaka,5,253.0
2017-10-10,Larnaka,5,190.0
2017-10-11,Larnaka,5,258.0
2017-10-12,Larnaka,5,239.0
2017-10-13,Larnaka,5,236.0
2017-10-14,Larnaka,5,255.0
2017-10-15,Larnaka,5,270.0
2017-10-16,Larnaka,5,248.0
2017-10-17,Larnaka,5,183.0
2017-10-18,Larnaka,5,239.0
2017-10-19,Larnaka,5,227.0
2017-10-20,Larnaka,5,228.0
2017-10-21,Larnaka,5,253.0
2017-10-22,Larnaka,5,231.0
2017-10-23,Larnaka,5,231.0
2017-10-24,Larnaka,5,203.0
2017-10-25,Larnaka,5,249.0
2017-10-26,Larnaka,5,210.0
2017-10-27,Larnaka,5,221.0
2017-10-28,Larnaka,5,225.0
2017-10-29,Larnaka,5,205.0
2017-10-30,Larnaka,5,192.0
2017-10-31,Larnaka,5,145.0
2017-11-01,Larnaka,5,175.0
2017-11-02,Larnaka,5,163.0
2017-11-03,Larnaka,5,179.0
2017-11-04,Larnaka,5,188.0
2017-11-05,Larnaka,5,158.0
2017-11-06,Larnaka,5,182.0
2017-11-07,Larnaka,5,143.0
2017-11-08,Larnaka,5,160.0
2017-11-09,Larnaka,5,168.0
2017-11-10,Larnaka,5,147.0
2017-11-11,Larnaka,5,162.0
2017-11-12,Larnaka,5,148.0
2017-11-13,Larnaka,5,146.0
2017-11-14,Larnaka,5,131.0
2017-11-15,Larnaka,5,152.0
2017-11-16,Larnaka,5,164.0
2017-11-17,Larnaka,5,172.0
2017-11-18,Larnaka,5,138.0
2017-11-19,Larnaka,5,136.0
2017-11-20,Larnaka,5,158.0
2017-11-21,Larnaka,5,119.0
2017-11-22,Larnaka,5,146.0
2017-11-23,Larnaka,5,154.0
2017-11-24,Larnaka,5,142.0
2017-11-25,Larnaka,5,123.0
2017-11-26,Larnaka,5,126.0
2017-11-27,Larnaka,5,137.0
2017-11-28,Larnaka,5,96.0
2017-11-29,Larnaka,5,124.0
2017-11-30,Larnaka,5,146.0
2017-12-01,Larnaka,5,157.0
2017-12-02,Larnaka,5,128.0
2017-12-03,Larnaka,5,136.0
2017-12-04,Larnaka,5,129.0
2017-12-05,Larnaka,5,115.0
2017-12-06,Larnaka,5,125.0
2017-12-07,Larnaka,5,164.0
2017-12-08,Larnaka,5,171.0
2017-12-09,Larnaka,5,133.0
2017-12-10,Larnaka,5,117.0
2017-12-11,Larnaka,5,137.0
2017-12-12,Larnaka,5,117.0
2017-12-13,Larnaka,5,144.0
2017-12-14,Larnaka,5,161.0
2017-12-15,Larnaka,5,148.0
2017-12-16,Larnaka,5,123.0
2017-12-17,Larnaka,5,124.0
2017-12-18,Larnaka,5,138.0
2017-12-19,Larnaka,5,131.0
2017-12-20,Larnaka,5,151.0
2017-12-21,Larnaka,5,135.0
2017-12-22,Larnaka,5,129.0
2017-12-23,Larnaka,5,111.0
2017-12-24,Larnaka,5,105.0
2017-12-25,Larnaka,5,55.0
2017-12-26,Larnaka,5,101.0
2017-12-27,Larnaka,5,161.0
2017-12-28,Larnaka,5,156.0
2017-12-29,Larnaka,5,173.0
2017-12-30,Larnaka,5,177.0
2017-12-31,Larnaka,5,107.0
2018-01-01,Larnaka,5,83.0
2018-01-02,Larnaka,5,163.0
2018-01-03,Larnaka,5,155.0
2018-01-04,Larnaka,5,142.0
2018-01-05,Larnaka,5,148.0
2018-01-06,Larnaka,5,124.0
2018-01-07,Larnaka,5,153.0
2018-01-08,Larnaka,5,166.0
2018-01-09,Larnaka,5,166.0
2018-01-10,Larnaka,5,165.0
2018-01-11,Larnaka,5,143.0
2018-01-12,Larnaka,5,154.0
2018-01-13,Larnaka,5,146.0
2018-01-14,Larnaka,5,124.0
2018-01-15,Larnaka,5,187.0
2018-01-16,Larnaka,5,169.0
2018-01-17,Larnaka,5,134.0
2018-01-18,Larnaka,5,100.0
2018-01-19,Larnaka,5,127.0
2018-01-20,Larnaka,5,171.0
2018-01-21,Larnaka,5,127.0
2018-01-22,Larnaka,5,110.0
2018-01-23,Larnaka,5,127.0
2018-01-24,Larnaka,5,115.0
2018-01-25,Larnaka,5,112.0
2018-01-26,Larnaka,5,154.0
2018-01-27,Larnaka,5,129.0
2018-01-28,Larnaka,5,114.0
2018-01-29,Larnaka,5,171.0
2018-01-30,Larnaka,5,135.0
2018-01-31,Larnaka,5,155.0
2018-02-01,Larnaka,5,146.0
2018-02-02,Larnaka,5,163.0
2018-02-03,Larnaka,5,147.0
2018-02-04,Larnaka,5,124.0
2018-02-05,Larnaka,5,151.0
2018-02-06,Larnaka,5,154.0
2018-02-07,Larnaka,5,153.0
2018-02-08,Larnaka,5,159.0
2018-02-09,Larnaka,5,173.0
2018-02-10,Larnaka,5,151.0
2018-02-11,Larnaka,5,149.0
2018-02-12,Larnaka,5,170.0
2018-02-13,Larnaka,5,144.0
2018-02-14,Larnaka,5,150.0
2018-02-15,Larnaka,5,173.0
2018-02-16,Larnaka,5,147.0
2018-02-17,Larnaka,5,110.0
2018-02-18,Larnaka,5,134.0
2018-02-19,Larnaka,5,123.0
2018-02-20,Larnaka,5,150.0
