DATE_FORMAT,DATE,INT ARRIVALS 04,INT ARRIVALS 22,INT ARRIVALS TTL,INT DEPARTURES 04,INT DEPARTURES 22,INT DEPARTURES TTL,TRANSIT,NA1,LOCAL G/A,LOCAL STATE,LOCAL T/G,NA2,INTERNATIONAL TTL,TRANSIT TTL,LOCAL TTL,Grant Total,YEAR,MONTH
2021-09-12,12,0.0,95.0,95.0,0.0,96.0,96.0,,,2.0,1.0,0.0,,191.0,0.0,3.0,194.0,2021,SEP
2021-09-13,13,1.0,77.0,78.0,0.0,79.0,79.0,,,7.0,2.0,10.0,,157.0,0.0,9.0,166.0,2021,SEP
2021-09-14,14,0.0,60.0,60.0,0.0,63.0,63.0,,,14.0,3.0,17.0,,123.0,0.0,17.0,140.0,2021,SEP
2021-09-15,15,0.0,79.0,79.0,0.0,75.0,75.0,,,8.0,4.0,7.0,,154.0,0.0,12.0,166.0,2021,SEP
2021-09-16,16,0.0,69.0,69.0,0.0,70.0,70.0,,,7.0,5.0,7.0,,139.0,0.0,12.0,151.0,2021,SEP
2021-09-17,17,0.0,79.0,79.0,0.0,75.0,75.0,,,15.0,7.0,7.0,,154.0,0.0,22.0,176.0,2021,SEP
2021-09-18,18,0.0,95.0,95.0,0.0,87.0,87.0,,,21.0,0.0,17.0,,182.0,0.0,21.0,203.0,2021,SEP
2021-09-19,19,0.0,93.0,93.0,0.0,100.0,100.0,,,4.0,3.0,4.0,,193.0,0.0,7.0,200.0,2021,SEP
2021-09-20,20,0.0,78.0,78.0,0.0,76.0,76.0,,,11.0,2.0,12.0,,154.0,0.0,13.0,167.0,2021,SEP
2021-09-21,21,0.0,63.0,63.0,0.0,63.0,63.0,,,15.0,4.0,18.0,,126.0,0.0,19.0,145.0,2021,SEP
2021-09-22,22,0.0,72.0,72.0,1.0,70.0,71.0,,,7.0,1.0,32.0,,143.0,0.0,8.0,151.0,2021,SEP
2021-09-23,23,0.0,78.0,78.0,0.0,80.0,80.0,,,13.0,10.0,4.0,,158.0,0.0,23.0,181.0,2021,SEP
2021-09-24,24,39.0,39.0,78.0,40.0,40.0,80.0,,,12.0,2.0,0.0,,158.0,0.0,14.0,172.0,2021,SEP
2021-09-25,25,0.0,97.0,97.0,0.0,97.0,97.0,,,15.0,2.0,19.0,,194.0,0.0,17.0,211.0,2021,SEP
2021-09-26,26,93.0,13.0,106.0,96.0,13.0,109.0,,,5.0,1.0,0.0,,215.0,0.0,6.0,221.0,2021,SEP
2021-09-27,27,0.0,75.0,75.0,0.0,74.0,74.0,,,12.0,4.0,10.0,,149.0,0.0,16.0,165.0,2021,SEP
2021-09-28,28,20.0,48.0,68.0,14.0,49.0,63.0,,,11.0,10.0,10.0,,131.0,0.0,21.0,152.0,2021,SEP
2021-09-29,29,0.0,69.0,69.0,0.0,77.0,77.0,,,16.0,6.0,28.0,,146.0,0.0,22.0,168.0,2021,SEP
2021-09-30,30,0.0,82.0,82.0,0.0,78.0,78.0,,,18.0,2.0,37.0,,160.0,0.0,20.0,180.0,2021,SEP
2021-10-01,1,17.0,62.0,79.0,13.0,62.0,75.0,1.0,,6.0,5.0,11.0,,154.0,1.0,11.0,166.0,2021,OCT
2021-10-02,2,0.0,97.0,97.0,0.0,100.0,100.0,0.0,,18.0,0.0,1.0,,197.0,0.0,18.0,215.0,2021,OCT
2021-10-03,3,0.0,103.0,103.0,0.0,101.0,101.0,0.0,,1.0,2.0,0.0,,204.0,0.0,3.0,207.0,2021,OCT
2021-10-04,4,0.0,80.0,80.0,0.0,78.0,78.0,0.0,,11.0,3.0,4.0,,158.0,0.0,14.0,172.0,2021,OCT
2021-10-05,5,6.0,59.0,65.0,8.0,57.0,65.0,0.0,,13.0,3.0,10.0,,130.0,0.0,16.0,146.0,2021,OCT
2021-10-06,6,62.0,9.0,71.0,60.0,9.0,69.0,0.0,,17.0,5.0,13.0,,140.0,0.0,22.0,162.0,2021,OCT
2021-10-07,7,0.0,80.0,80.0,0.0,79.0,79.0,0.0,,14.0,10.0,13.0,,159.0,0.0,24.0,183.0,2021,OCT
2021-10-08,8,0.0,82.0,82.0,0.0,82.0,82.0,0.0,,11.0,5.0,24.0,,164.0,0.0,16.0,180.0,2021,OCT
2021-10-09,9,0.0,102.0,102.0,0.0,103.0,103.0,0.0,,24.0,5.0,11.0,,205.0,0.0,29.0,234.0,2021,OCT
2021-10-10,10,0.0,103.0,103.0,0.0,104.0,104.0,0.0,,0.0,0.0,0.0,,207.0,0.0,0.0,207.0,2021,OCT
2021-10-11,11,0.0,79.0,79.0,0.0,74.0,74.0,0.0,,12.0,1.0,14.0,,153.0,0.0,13.0,166.0,2021,OCT
2021-10-12,12,0.0,56.0,56.0,0.0,62.0,62.0,0.0,,2.0,9.0,10.0,,118.0,0.0,11.0,129.0,2021,OCT
2021-10-13,13,7.0,64.0,71.0,0.0,62.0,62.0,0.0,,1.0,10.0,5.0,,133.0,0.0,11.0,144.0,2021,OCT
2021-10-14,14,68.0,15.0,83.0,7.0,14.0,21.0,0.0,,14.0,8.0,23.0,,104.0,0.0,22.0,126.0,2021,OCT
2021-10-15,15,12.0,73.0,85.0,62.0,72.0,134.0,0.0,,22.0,3.0,7.0,,219.0,0.0,25.0,244.0,2021,OCT
2021-10-16,16,0.0,113.0,113.0,10.0,109.0,119.0,0.0,,15.0,1.0,8.0,,232.0,0.0,16.0,248.0,2021,OCT
2021-10-17,17,0.0,94.0,94.0,1.0,104.0,105.0,0.0,,6.0,3.0,2.0,,199.0,0.0,9.0,208.0,2021,OCT
2021-10-18,18,0.0,79.0,79.0,0.0,78.0,78.0,0.0,,10.0,2.0,6.0,,157.0,0.0,12.0,169.0,2021,OCT
2021-10-19,19,0.0,61.0,61.0,0.0,59.0,59.0,0.0,,23.0,5.0,26.0,,120.0,0.0,28.0,148.0,2021,OCT
2021-10-20,20,14.0,52.0,66.0,0.0,59.0,59.0,0.0,,15.0,7.0,21.0,,125.0,0.0,22.0,147.0,2021,OCT
2021-10-21,21,0.0,82.0,82.0,10.0,79.0,89.0,0.0,,17.0,4.0,3.0,,171.0,0.0,21.0,192.0,2021,OCT
2021-10-22,22,0.0,87.0,87.0,0.0,82.0,82.0,0.0,,11.0,4.0,7.0,,169.0,0.0,15.0,184.0,2021,OCT
2021-10-23,23,0.0,102.0,102.0,0.0,106.0,106.0,0.0,,13.0,2.0,10.0,,208.0,0.0,15.0,223.0,2021,OCT
2021-10-24,24,0.0,105.0,105.0,0.0,104.0,104.0,0.0,,3.0,3.0,3.0,,209.0,0.0,6.0,215.0,2021,OCT
2021-10-25,25,0.0,84.0,84.0,0.0,82.0,82.0,0.0,,12.0,1.0,7.0,,166.0,0.0,13.0,179.0,2021,OCT
2021-10-26,26,0.0,57.0,57.0,0.0,60.0,60.0,0.0,,16.0,5.0,9.0,,117.0,0.0,21.0,138.0,2021,OCT
2021-10-27,27,0.0,66.0,66.0,0.0,62.0,62.0,0.0,,17.0,4.0,22.0,,128.0,0.0,21.0,149.0,2021,OCT
2021-10-28,28,53.0,25.0,78.0,47.0,31.0,78.0,1.0,,1.0,1.0,0.0,,156.0,1.0,2.0,159.0,2021,OCT
2021-10-29,29,48.0,33.0,81.0,48.0,25.0,73.0,0.0,,22.0,1.0,11.0,,154.0,0.0,23.0,177.0,2021,OCT
2021-10-30,30,50.0,47.0,97.0,50.0,46.0,96.0,0.0,,18.0,3.0,13.0,,193.0,0.0,21.0,214.0,2021,OCT
2021-10-31,31,81.0,13.0,94.0,82.0,14.0,96.0,0.0,,0.0,5.0,0.0,,190.0,0.0,5.0,195.0,2021,OCT
2021-11-01,1,20.0,56.0,76.0,18.0,59.0,77.0,0.0,,7.0,3.0,8.0,,153.0,0.0,10.0,163.0,2021,NOV
2021-11-02,2,0.0,53.0,53.0,0.0,56.0,56.0,1.0,,15.0,6.0,27.0,,109.0,1.0,21.0,131.0,2021,NOV
2021-11-03,3,1.0,58.0,59.0,1.0,62.0,63.0,3.0,,11.0,9.0,15.0,,122.0,3.0,20.0,145.0,2021,NOV
2021-11-04,4,12.0,44.0,56.0,10.0,49.0,59.0,0.0,,19.0,5.0,14.0,,115.0,0.0,24.0,139.0,2021,NOV
2021-11-05,5,52.0,12.0,64.0,51.0,14.0,65.0,0.0,,18.0,2.0,17.0,,129.0,0.0,20.0,149.0,2021,NOV
2021-11-06,6,79.0,0.0,79.0,82.0,0.0,82.0,0.0,,22.0,1.0,22.0,,161.0,0.0,23.0,184.0,2021,NOV
2021-11-07,7,6.0,20.0,26.0,60.0,26.0,86.0,0.0,,9.0,1.0,2.0,,112.0,0.0,10.0,122.0,2021,NOV
2021-11-08,8,57.0,16.0,73.0,50.0,17.0,67.0,0.0,,18.0,10.0,22.0,,140.0,0.0,28.0,168.0,2021,NOV
2021-11-09,9,37.0,0.0,37.0,47.0,0.0,47.0,0.0,,18.0,2.0,17.0,,84.0,0.0,20.0,104.0,2021,NOV
2021-11-10,10,54.0,0.0,54.0,55.0,0.0,55.0,0.0,,8.0,2.0,10.0,,109.0,0.0,10.0,119.0,2021,NOV
2021-11-11,11,56.0,0.0,56.0,51.0,0.0,51.0,0.0,,14.0,4.0,18.0,,107.0,0.0,18.0,125.0,2021,NOV
2021-11-12,12,54.0,0.0,54.0,55.0,0.0,55.0,0.0,,9.0,9.0,9.0,,109.0,0.0,18.0,127.0,2021,NOV
2021-11-13,13,59.0,4.0,63.0,57.0,11.0,68.0,0.0,,17.0,5.0,8.0,,131.0,0.0,22.0,153.0,2021,NOV
2021-11-14,14,66.0,0.0,66.0,63.0,0.0,63.0,0.0,,0.0,5.0,0.0,,129.0,0.0,5.0,134.0,2021,NOV
2021-11-15,15,50.0,5.0,55.0,47.0,4.0,51.0,0.0,,12.0,6.0,20.0,,106.0,0.0,18.0,124.0,2021,NOV
2021-11-16,16,15.0,25.0,40.0,13.0,30.0,43.0,0.0,,17.0,7.0,22.0,,83.0,0.0,24.0,107.0,2021,NOV
2021-11-17,17,40.0,9.0,49.0,33.0,11.0,44.0,0.0,,20.0,6.0,20.0,,93.0,0.0,26.0,119.0,2021,NOV
2021-11-18,18,15.0,31.0,46.0,16.0,34.0,50.0,0.0,,12.0,5.0,3.0,,96.0,0.0,17.0,113.0,2021,NOV
2021-11-19,19,1.0,47.0,48.0,1.0,46.0,47.0,0.0,,4.0,2.0,5.0,,95.0,0.0,6.0,101.0,2021,NOV
2021-11-20,20,46.0,3.0,49.0,39.0,11.0,50.0,0.0,,11.0,2.0,12.0,,99.0,0.0,13.0,112.0,2021,NOV
2021-11-21,21,61.0,0.0,61.0,59.0,0.0,59.0,0.0,,0.0,2.0,0.0,,120.0,0.0,2.0,122.0,2021,NOV
2021-11-22,22,2.0,44.0,46.0,3.0,44.0,47.0,0.0,,10.0,4.0,24.0,,93.0,0.0,14.0,107.0,2021,NOV
2021-11-23,23,0.0,39.0,39.0,0.0,39.0,39.0,0.0,,10.0,4.0,23.0,,78.0,0.0,14.0,92.0,2021,NOV
2021-11-24,24,0.0,44.0,44.0,0.0,43.0,43.0,0.0,,13.0,9.0,25.0,,87.0,0.0,22.0,109.0,2021,NOV
2021-11-25,25,0.0,43.0,43.0,0.0,43.0,43.0,0.0,,4.0,4.0,11.0,,86.0,0.0,8.0,94.0,2021,NOV
2021-11-26,26,0.0,54.0,54.0,0.0,53.0,53.0,0.0,,14.0,3.0,21.0,,107.0,0.0,17.0,124.0,2021,NOV
2021-11-27,27,7.0,44.0,51.0,9.0,46.0,55.0,0.0,,18.0,4.0,9.0,,106.0,0.0,22.0,128.0,2021,NOV
2021-11-28,28,0.0,51.0,51.0,1.0,53.0,54.0,0.0,,3.0,2.0,7.0,,105.0,0.0,5.0,110.0,2021,NOV
2021-11-29,29,1.0,43.0,44.0,1.0,42.0,43.0,0.0,,10.0,2.0,30.0,,87.0,0.0,12.0,99.0,2021,NOV
2021-11-30,30,0.0,43.0,43.0,3.0,28.0,31.0,1.0,,8.0,6.0,17.0,,74.0,1.0,14.0,89.0,2021,NOV
2021-12-01,1,0.0,46.0,46.0,2.0,53.0,55.0,0.0,,8.0,7.0,11.0,,101.0,0.0,8.0,109.0,2021,DEC
2021-12-02,2,0.0,47.0,47.0,0.0,48.0,48.0,0.0,,17.0,5.0,21.0,,95.0,0.0,24.0,119.0,2021,DEC
2021-12-03,3,45.0,5.0,50.0,44.0,5.0,49.0,0.0,,17.0,5.0,17.0,,99.0,0.0,22.0,121.0,2021,DEC
2021-12-04,4,49.0,0.0,49.0,54.0,0.0,54.0,0.0,,15.0,4.0,15.0,,103.0,0.0,20.0,123.0,2021,DEC
2021-12-05,5,16.0,40.0,56.0,14.0,33.0,47.0,0.0,,0.0,1.0,0.0,,103.0,0.0,4.0,107.0,2021,DEC
2021-12-06,6,14.0,35.0,49.0,14.0,34.0,48.0,0.0,,12.0,7.0,7.0,,97.0,0.0,13.0,110.0,2021,DEC
2021-12-07,7,8.0,24.0,32.0,20.0,21.0,41.0,0.0,,2.0,8.0,10.0,,73.0,0.0,9.0,82.0,2021,DEC
2021-12-08,8,43.0,0.0,43.0,49.0,0.0,49.0,0.0,,3.0,0.0,4.0,,92.0,0.0,11.0,103.0,2021,DEC
2021-12-09,9,0.0,45.0,45.0,0.0,42.0,42.0,0.0,,19.0,4.0,24.0,,87.0,0.0,19.0,106.0,2021,DEC
2021-12-10,10,31.0,16.0,47.0,29.0,16.0,45.0,0.0,,13.0,2.0,20.0,,92.0,0.0,17.0,109.0,2021,DEC
2021-12-11,11,43.0,0.0,43.0,43.0,0.0,43.0,0.0,,22.0,2.0,25.0,,86.0,0.0,24.0,110.0,2021,DEC
2021-12-12,12,51.0,0.0,51.0,47.0,4.0,51.0,0.0,,1.0,3.0,1.0,,102.0,0.0,3.0,105.0,2021,DEC
2021-12-13,13,49.0,0.0,49.0,45.0,0.0,45.0,0.0,,15.0,7.0,23.0,,94.0,0.0,18.0,112.0,2021,DEC
2021-12-14,14,14.0,22.0,36.0,12.0,20.0,32.0,0.0,,13.0,3.0,26.0,,68.0,0.0,20.0,88.0,2021,DEC
2021-12-15,15,0.0,42.0,42.0,0.0,46.0,46.0,0.0,,7.0,3.0,12.0,,88.0,0.0,10.0,98.0,2021,DEC
2021-12-16,16,0.0,47.0,47.0,0.0,49.0,49.0,0.0,,17.0,3.0,35.0,,96.0,0.0,20.0,116.0,2021,DEC
2021-12-17,17,0.0,64.0,64.0,0.0,55.0,55.0,0.0,,19.0,4.0,41.0,,119.0,0.0,22.0,141.0,2021,DEC
2021-12-18,18,0.0,57.0,57.0,0.0,56.0,56.0,0.0,,13.0,1.0,19.0,,113.0,0.0,17.0,130.0,2021,DEC
2021-12-19,19,0.0,54.0,54.0,0.0,61.0,61.0,0.0,,0.0,0.0,0.0,,115.0,0.0,1.0,116.0,2021,DEC
2021-12-20,20,0.0,50.0,50.0,0.0,48.0,48.0,0.0,,4.0,1.0,5.0,,98.0,0.0,4.0,102.0,2021,DEC
2021-12-21,21,0.0,44.0,44.0,0.0,43.0,43.0,0.0,,7.0,7.0,8.0,,87.0,0.0,8.0,95.0,2021,DEC
2021-12-22,22,49.0,8.0,57.0,49.0,11.0,60.0,0.0,,15.0,2.0,16.0,,117.0,0.0,22.0,139.0,2021,DEC
2021-12-23,23,33.0,23.0,56.0,35.0,24.0,59.0,0.0,,12.0,4.0,13.0,,115.0,0.0,14.0,129.0,2021,DEC
2021-12-24,24,46.0,0.0,46.0,46.0,0.0,46.0,0.0,,16.0,2.0,13.0,,92.0,0.0,20.0,112.0,2021,DEC
2021-12-25,25,1.0,30.0,31.0,0.0,32.0,32.0,0.0,,0.0,0.0,0.0,,63.0,0.0,2.0,65.0,2021,DEC
2021-12-26,26,0.0,53.0,53.0,0.0,49.0,49.0,0.0,,2.0,0.0,8.0,,102.0,0.0,2.0,104.0,2021,DEC
2021-12-27,27,42.0,10.0,52.0,14.0,36.0,50.0,0.0,,17.0,1.0,14.0,,102.0,0.0,17.0,119.0,2021,DEC
2021-12-28,28,36.0,5.0,41.0,41.0,0.0,41.0,0.0,,11.0,2.0,24.0,,82.0,0.0,12.0,94.0,2021,DEC
2021-12-29,29,47.0,0.0,47.0,52.0,0.0,52.0,0.0,,8.0,0.0,18.0,,99.0,0.0,10.0,109.0,2021,DEC
2021-12-30,30,30.0,23.0,53.0,28.0,23.0,51.0,0.0,,1.0,0.0,0.0,,104.0,0.0,1.0,105.0,2021,DEC
2021-12-31,31,24.0,9.0,33.0,23.0,13.0,36.0,0.0,,0.0,0.0,0.0,,69.0,0.0,0.0,69.0,2021,DEC
