DATE_FORMAT,DATE,INT ARRIVALS 04,INT ARRIVALS 22,INT ARRIVALS TTL,INT DEPARTURES 04,INT DEPARTURES 22,INT DEPARTURES TTL,TRANSIT,NA1,LOCAL G/A,LOCAL STATE,LOCAL T/G,NA2,INTERNATIONAL TTL,TRANSIT TTL,LOCAL TTL,Grant Total,YEAR,MONTH
2020-07-06,6,3.0,46.0,49.0,1.0,46.0,47.0,1.0,,17.0,3.0,30.0,,96.0,1.0,20.0,117.0,2020,JUL
2020-07-07,7,0.0,33.0,33.0,0.0,32.0,32.0,0.0,,17.0,6.0,32.0,,65.0,0.0,23.0,88.0,2020,JUL
2020-07-08,8,0.0,38.0,38.0,0.0,39.0,39.0,0.0,,123.0,6.0,15.0,,77.0,0.0,129.0,206.0,2020,JUL
2020-07-09,9,0.0,38.0,38.0,0.0,32.0,32.0,0.0,,11.0,9.0,44.0,,70.0,0.0,20.0,90.0,2020,JUL
2020-07-10,10,0.0,50.0,50.0,0.0,55.0,55.0,1.0,,13.0,4.0,20.0,,105.0,1.0,17.0,123.0,2020,JUL
2020-07-11,11,0.0,41.0,41.0,0.0,40.0,40.0,2.0,,2.0,4.0,5.0,,81.0,2.0,6.0,89.0,2020,JUL
2020-07-12,12,0.0,34.0,34.0,0.0,35.0,35.0,0.0,,0.0,4.0,0.0,,69.0,0.0,4.0,73.0,2020,JUL
2020-07-13,13,0.0,44.0,44.0,0.0,44.0,44.0,1.0,,16.0,7.0,16.0,,88.0,1.0,23.0,112.0,2020,JUL
2020-07-14,14,0.0,32.0,32.0,0.0,32.0,32.0,0.0,,13.0,13.0,21.0,,64.0,0.0,26.0,90.0,2020,JUL
2020-07-15,15,0.0,33.0,33.0,0.0,34.0,34.0,0.0,,12.0,11.0,5.0,,67.0,0.0,23.0,90.0,2020,JUL
2020-07-16,16,0.0,34.0,34.0,0.0,34.0,34.0,0.0,,18.0,7.0,7.0,,68.0,0.0,25.0,93.0,2020,JUL
2020-07-17,17,0.0,52.0,52.0,0.0,49.0,49.0,0.0,,15.0,14.0,12.0,,101.0,0.0,29.0,130.0,2020,JUL
2020-07-18,18,0.0,45.0,45.0,0.0,37.0,37.0,3.0,,12.0,2.0,8.0,,82.0,3.0,14.0,99.0,2020,JUL
2020-07-19,19,0.0,42.0,42.0,0.0,44.0,44.0,0.0,,0.0,3.0,0.0,,86.0,0.0,3.0,89.0,2020,JUL
2020-07-20,20,0.0,49.0,49.0,0.0,52.0,52.0,3.0,,10.0,3.0,11.0,,101.0,3.0,13.0,117.0,2020,JUL
2020-07-21,21,0.0,41.0,41.0,0.0,41.0,41.0,0.0,,14.0,12.0,5.0,,82.0,0.0,26.0,108.0,2020,JUL
2020-07-22,22,0.0,37.0,37.0,0.0,40.0,40.0,0.0,,14.0,7.0,6.0,,77.0,0.0,21.0,98.0,2020,JUL
2020-07-23,23,0.0,41.0,41.0,0.0,39.0,39.0,0.0,,15.0,8.0,21.0,,80.0,0.0,23.0,103.0,2020,JUL
2020-07-24,24,0.0,46.0,46.0,0.0,46.0,46.0,2.0,,21.0,7.0,30.0,,92.0,2.0,28.0,122.0,2020,JUL
2020-07-25,25,0.0,47.0,47.0,0.0,47.0,47.0,2.0,,6.0,4.0,5.0,,94.0,2.0,10.0,106.0,2020,JUL
2020-07-26,26,0.0,46.0,46.0,0.0,47.0,47.0,1.0,,2.0,6.0,2.0,,93.0,1.0,8.0,102.0,2020,JUL
2020-07-27,27,0.0,48.0,48.0,0.0,44.0,44.0,0.0,,18.0,8.0,19.0,,92.0,0.0,26.0,118.0,2020,JUL
2020-07-28,28,0.0,39.0,39.0,0.0,35.0,35.0,0.0,,19.0,13.0,26.0,,74.0,0.0,32.0,106.0,2020,JUL
2020-07-29,29,0.0,43.0,43.0,0.0,38.0,38.0,6.0,,16.0,2.0,34.0,,81.0,6.0,18.0,105.0,2020,JUL
2020-07-30,30,0.0,43.0,43.0,0.0,43.0,43.0,0.0,,20.0,6.0,38.0,,86.0,0.0,26.0,112.0,2020,JUL
2020-07-31,31,0.0,43.0,43.0,0.0,48.0,48.0,4.0,,18.0,2.0,19.0,,91.0,4.0,20.0,115.0,2020,JUL
2020-08-01,1,3.0,49.0,52.0,4.0,45.0,49.0,0.0,,8.0,3.0,9.0,,101.0,0.0,11.0,112.0,2020,AUG
2020-08-02,2,0.0,48.0,48.0,0.0,51.0,51.0,1.0,,3.0,4.0,3.0,,99.0,1.0,7.0,107.0,2020,AUG
2020-08-03,3,0.0,51.0,51.0,0.0,53.0,53.0,5.0,,14.0,3.0,32.0,,104.0,5.0,17.0,126.0,2020,AUG
2020-08-04,4,0.0,44.0,44.0,0.0,43.0,43.0,0.0,,18.0,6.0,15.0,,87.0,0.0,24.0,111.0,2020,AUG
2020-08-05,5,0.0,54.0,54.0,0.0,49.0,49.0,0.0,,15.0,6.0,13.0,,103.0,0.0,21.0,124.0,2020,AUG
2020-08-06,6,0.0,51.0,51.0,0.0,55.0,55.0,0.0,,13.0,14.0,8.0,,106.0,0.0,27.0,133.0,2020,AUG
2020-08-07,7,0.0,52.0,52.0,0.0,50.0,50.0,1.0,,12.0,9.0,3.0,,102.0,1.0,21.0,124.0,2020,AUG
2020-08-08,8,0.0,47.0,47.0,0.0,49.0,49.0,1.0,,6.0,2.0,0.0,,96.0,1.0,8.0,105.0,2020,AUG
2020-08-09,9,0.0,50.0,50.0,1.0,47.0,48.0,1.0,,2.0,5.0,0.0,,98.0,1.0,7.0,106.0,2020,AUG
2020-08-10,10,0.0,47.0,47.0,0.0,44.0,44.0,0.0,,7.0,15.0,3.0,,91.0,0.0,22.0,113.0,2020,AUG
2020-08-11,11,0.0,44.0,44.0,0.0,42.0,42.0,0.0,,17.0,12.0,25.0,,86.0,0.0,29.0,115.0,2020,AUG
2020-08-12,12,0.0,50.0,50.0,0.0,50.0,50.0,0.0,,18.0,12.0,34.0,,100.0,0.0,30.0,130.0,2020,AUG
2020-08-13,13,0.0,46.0,46.0,0.0,49.0,49.0,0.0,,17.0,16.0,28.0,,95.0,0.0,33.0,128.0,2020,AUG
2020-08-14,14,18.0,32.0,50.0,16.0,33.0,49.0,0.0,,9.0,2.0,18.0,,99.0,0.0,11.0,110.0,2020,AUG
2020-08-15,15,0.0,42.0,42.0,0.0,43.0,43.0,0.0,,0.0,5.0,0.0,,85.0,0.0,5.0,90.0,2020,AUG
2020-08-16,16,0.0,56.0,56.0,0.0,50.0,50.0,0.0,,0.0,3.0,0.0,,106.0,0.0,3.0,109.0,2020,AUG
2020-08-17,17,0.0,46.0,46.0,0.0,42.0,42.0,0.0,,11.0,5.0,13.0,,88.0,0.0,16.0,104.0,2020,AUG
2020-08-18,18,0.0,47.0,47.0,0.0,52.0,52.0,0.0,,13.0,7.0,21.0,,99.0,0.0,20.0,119.0,2020,AUG
2020-08-19,19,10.0,45.0,55.0,0.0,53.0,53.0,1.0,,7.0,8.0,17.0,,108.0,1.0,15.0,124.0,2020,AUG
2020-08-20,20,0.0,46.0,46.0,0.0,45.0,45.0,0.0,,10.0,7.0,12.0,,91.0,0.0,17.0,108.0,2020,AUG
2020-08-21,21,0.0,51.0,51.0,0.0,56.0,56.0,0.0,,12.0,5.0,14.0,,107.0,0.0,17.0,124.0,2020,AUG
2020-08-22,22,0.0,45.0,45.0,0.0,47.0,47.0,0.0,,3.0,4.0,0.0,,92.0,0.0,7.0,99.0,2020,AUG
2020-08-23,23,11.0,42.0,53.0,6.0,41.0,47.0,0.0,,0.0,2.0,0.0,,100.0,0.0,2.0,102.0,2020,AUG
2020-08-24,24,0.0,46.0,46.0,0.0,47.0,47.0,0.0,,10.0,5.0,15.0,,93.0,0.0,15.0,108.0,2020,AUG
2020-08-25,25,0.0,45.0,45.0,0.0,45.0,45.0,2.0,,11.0,5.0,15.0,,90.0,2.0,16.0,108.0,2020,AUG
2020-08-26,26,0.0,54.0,54.0,0.0,55.0,55.0,0.0,,14.0,9.0,24.0,,109.0,0.0,23.0,132.0,2020,AUG
2020-08-27,27,0.0,34.0,34.0,0.0,38.0,38.0,4.0,,14.0,6.0,20.0,,72.0,4.0,20.0,96.0,2020,AUG
2020-08-28,28,0.0,63.0,63.0,0.0,52.0,52.0,0.0,,13.0,14.0,28.0,,115.0,0.0,27.0,142.0,2020,AUG
2020-08-29,29,0.0,41.0,41.0,0.0,46.0,46.0,0.0,,1.0,4.0,0.0,,87.0,0.0,5.0,92.0,2020,AUG
2020-08-30,30,0.0,51.0,51.0,0.0,49.0,49.0,0.0,,1.0,3.0,2.0,,100.0,0.0,4.0,104.0,2020,AUG
2020-08-31,31,0.0,44.0,44.0,0.0,43.0,43.0,0.0,,14.0,6.0,30.0,,87.0,0.0,20.0,107.0,2020,AUG
2020-09-01,1,0.0,36.0,36.0,0.0,38.0,38.0,0.0,,17.0,7.0,40.0,,74.0,0.0,24.0,98.0,2020,SEP
2020-09-02,2,0.0,45.0,45.0,0.0,44.0,44.0,0.0,,16.0,5.0,21.0,,89.0,0.0,21.0,110.0,2020,SEP
2020-09-03,3,0.0,37.0,37.0,0.0,38.0,38.0,0.0,,15.0,8.0,21.0,,75.0,0.0,23.0,98.0,2020,SEP
2020-09-04,4,0.0,55.0,55.0,0.0,51.0,51.0,0.0,,19.0,13.0,17.0,,106.0,0.0,32.0,138.0,2020,SEP
2020-09-05,5,6.0,40.0,46.0,7.0,41.0,48.0,0.0,,10.0,5.0,3.0,,94.0,0.0,15.0,109.0,2020,SEP
2020-09-06,6,0.0,55.0,55.0,0.0,57.0,57.0,0.0,,2.0,3.0,7.0,,112.0,0.0,5.0,117.0,2020,SEP
2020-09-07,7,0.0,42.0,42.0,0.0,44.0,44.0,0.0,,16.0,8.0,15.0,,86.0,0.0,24.0,110.0,2020,SEP
2020-09-08,8,0.0,31.0,31.0,0.0,36.0,36.0,0.0,,11.0,6.0,13.0,,67.0,0.0,17.0,84.0,2020,SEP
2020-09-09,9,5.0,36.0,41.0,0.0,41.0,41.0,0.0,,16.0,7.0,23.0,,82.0,0.0,23.0,105.0,2020,SEP
2020-09-10,10,25.0,18.0,43.0,20.0,16.0,36.0,0.0,,21.0,3.0,28.0,,79.0,0.0,24.0,103.0,2020,SEP
2020-09-11,11,0.0,51.0,51.0,0.0,49.0,49.0,0.0,,16.0,10.0,15.0,,100.0,0.0,26.0,126.0,2020,SEP
2020-09-12,12,0.0,48.0,48.0,0.0,48.0,48.0,0.0,,10.0,6.0,7.0,,96.0,0.0,16.0,112.0,2020,SEP
2020-09-13,13,0.0,49.0,49.0,1.0,47.0,48.0,0.0,,8.0,4.0,7.0,,97.0,0.0,12.0,109.0,2020,SEP
2020-09-14,14,0.0,39.0,39.0,0.0,41.0,41.0,0.0,,11.0,6.0,19.0,,80.0,0.0,17.0,97.0,2020,SEP
2020-09-15,15,0.0,37.0,37.0,0.0,33.0,33.0,0.0,,16.0,6.0,19.0,,70.0,0.0,22.0,92.0,2020,SEP
2020-09-16,16,0.0,44.0,44.0,0.0,50.0,50.0,0.0,,16.0,7.0,15.0,,94.0,0.0,23.0,117.0,2020,SEP
2020-09-17,17,0.0,39.0,39.0,0.0,37.0,37.0,0.0,,17.0,6.0,6.0,,76.0,0.0,23.0,99.0,2020,SEP
2020-09-18,18,0.0,40.0,40.0,0.0,40.0,40.0,0.0,,9.0,9.0,14.0,,80.0,0.0,18.0,98.0,2020,SEP
2020-09-19,19,9.0,34.0,43.0,0.0,39.0,39.0,0.0,,9.0,3.0,0.0,,82.0,0.0,12.0,94.0,2020,SEP
2020-09-20,20,0.0,48.0,48.0,0.0,51.0,51.0,0.0,,2.0,2.0,6.0,,99.0,0.0,4.0,103.0,2020,SEP
2020-09-21,21,0.0,39.0,39.0,0.0,40.0,40.0,0.0,,8.0,3.0,10.0,,79.0,0.0,11.0,90.0,2020,SEP
2020-09-22,22,5.0,26.0,31.0,5.0,23.0,28.0,0.0,,13.0,3.0,9.0,,59.0,0.0,16.0,75.0,2020,SEP
2020-09-23,23,0.0,45.0,45.0,0.0,44.0,44.0,0.0,,14.0,4.0,20.0,,89.0,0.0,18.0,107.0,2020,SEP
2020-09-24,24,0.0,37.0,37.0,0.0,32.0,32.0,0.0,,19.0,4.0,34.0,,69.0,0.0,23.0,92.0,2020,SEP
2020-09-25,25,1.0,46.0,47.0,0.0,51.0,51.0,0.0,,12.0,4.0,17.0,,98.0,0.0,16.0,114.0,2020,SEP
2020-09-26,26,0.0,40.0,40.0,0.0,42.0,42.0,0.0,,11.0,4.0,6.0,,82.0,0.0,15.0,97.0,2020,SEP
2020-09-27,27,0.0,49.0,49.0,0.0,49.0,49.0,0.0,,6.0,0.0,4.0,,98.0,0.0,6.0,104.0,2020,SEP
2020-09-28,28,0.0,36.0,36.0,0.0,34.0,34.0,0.0,,13.0,5.0,25.0,,70.0,0.0,18.0,88.0,2020,SEP
2020-09-29,29,0.0,32.0,32.0,0.0,31.0,31.0,0.0,,19.0,5.0,2.0,,63.0,0.0,24.0,87.0,2020,SEP
2020-09-30,30,0.0,42.0,42.0,0.0,44.0,44.0,0.0,,14.0,4.0,27.0,,86.0,0.0,18.0,104.0,2020,SEP
2020-10-01,1,0.0,37.0,37.0,0.0,47.0,47.0,0.0,,2.0,8.0,0.0,,84.0,0.0,10.0,94.0,2020,OCT
2020-10-02,2,0.0,44.0,44.0,0.0,40.0,40.0,0.0,,19.0,7.0,25.0,,84.0,0.0,26.0,110.0,2020,OCT
2020-10-03,3,0.0,39.0,39.0,0.0,38.0,38.0,0.0,,12.0,6.0,3.0,,77.0,0.0,18.0,95.0,2020,OCT
2020-10-04,4,0.0,41.0,41.0,0.0,43.0,43.0,1.0,,4.0,0.0,3.0,,84.0,1.0,4.0,89.0,2020,OCT
2020-10-05,5,0.0,34.0,34.0,0.0,38.0,38.0,0.0,,14.0,7.0,9.0,,72.0,0.0,21.0,93.0,2020,OCT
2020-10-06,6,0.0,26.0,26.0,1.0,21.0,22.0,0.0,,18.0,8.0,9.0,,48.0,0.0,26.0,74.0,2020,OCT
2020-10-07,7,0.0,37.0,37.0,0.0,34.0,34.0,0.0,,16.0,8.0,14.0,,71.0,0.0,24.0,95.0,2020,OCT
2020-10-08,8,0.0,31.0,31.0,0.0,36.0,36.0,0.0,,6.0,4.0,0.0,,67.0,0.0,10.0,77.0,2020,OCT
2020-10-09,9,0.0,34.0,34.0,0.0,35.0,35.0,0.0,,4.0,8.0,5.0,,69.0,0.0,12.0,81.0,2020,OCT
2020-10-10,10,0.0,47.0,47.0,0.0,45.0,45.0,0.0,,10.0,0.0,14.0,,92.0,0.0,10.0,102.0,2020,OCT
2020-10-11,11,0.0,48.0,48.0,0.0,39.0,39.0,0.0,,1.0,1.0,0.0,,87.0,0.0,2.0,89.0,2020,OCT
2020-10-12,12,0.0,27.0,27.0,0.0,33.0,33.0,0.0,,17.0,2.0,11.0,,60.0,0.0,19.0,79.0,2020,OCT
2020-10-13,13,0.0,28.0,28.0,0.0,28.0,28.0,0.0,,14.0,5.0,10.0,,56.0,0.0,19.0,75.0,2020,OCT
2020-10-14,14,0.0,35.0,35.0,0.0,40.0,40.0,0.0,,20.0,8.0,20.0,,75.0,0.0,28.0,103.0,2020,OCT
2020-10-15,15,0.0,26.0,26.0,0.0,31.0,31.0,0.0,,13.0,2.0,21.0,,57.0,0.0,15.0,72.0,2020,OCT
2020-10-16,16,1.0,51.0,52.0,0.0,49.0,49.0,0.0,,13.0,3.0,11.0,,101.0,0.0,16.0,117.0,2020,OCT
2020-10-17,17,0.0,55.0,55.0,0.0,52.0,52.0,0.0,,10.0,0.0,4.0,,107.0,0.0,10.0,117.0,2020,OCT
2020-10-18,18,0.0,51.0,51.0,0.0,47.0,47.0,0.0,,3.0,1.0,1.0,,98.0,0.0,4.0,102.0,2020,OCT
2020-10-19,19,0.0,33.0,33.0,0.0,37.0,37.0,0.0,,9.0,3.0,11.0,,70.0,0.0,12.0,82.0,2020,OCT
2020-10-20,20,6.0,19.0,25.0,2.0,18.0,20.0,0.0,,4.0,8.0,3.0,,45.0,0.0,12.0,57.0,2020,OCT
2020-10-21,21,0.0,37.0,37.0,0.0,41.0,41.0,0.0,,10.0,12.0,7.0,,78.0,0.0,22.0,100.0,2020,OCT
2020-10-22,22,0.0,34.0,34.0,0.0,28.0,28.0,0.0,,11.0,12.0,15.0,,62.0,0.0,23.0,85.0,2020,OCT
2020-10-23,23,0.0,44.0,44.0,0.0,49.0,49.0,0.0,,21.0,4.0,13.0,,93.0,0.0,25.0,118.0,2020,OCT
2020-10-24,24,0.0,49.0,49.0,0.0,46.0,46.0,0.0,,7.0,2.0,14.0,,95.0,0.0,9.0,104.0,2020,OCT
2020-10-25,25,0.0,49.0,49.0,0.0,52.0,52.0,0.0,,2.0,0.0,0.0,,101.0,0.0,2.0,103.0,2020,OCT
2020-10-26,26,0.0,42.0,42.0,0.0,38.0,38.0,0.0,,9.0,3.0,6.0,,80.0,0.0,12.0,92.0,2020,OCT
2020-10-27,27,0.0,23.0,23.0,0.0,22.0,22.0,4.0,,17.0,3.0,17.0,,45.0,4.0,20.0,69.0,2020,OCT
2020-10-28,28,2.0,30.0,32.0,0.0,35.0,35.0,0.0,,16.0,1.0,8.0,,67.0,0.0,17.0,84.0,2020,OCT
2020-10-29,29,0.0,36.0,36.0,0.0,28.0,28.0,0.0,,12.0,6.0,6.0,,64.0,0.0,18.0,82.0,2020,OCT
2020-10-30,30,0.0,55.0,55.0,0.0,60.0,60.0,0.0,,17.0,7.0,9.0,,115.0,0.0,24.0,139.0,2020,OCT
2020-10-31,31,0.0,40.0,40.0,0.0,51.0,51.0,0.0,,12.0,1.0,12.0,,91.0,0.0,13.0,104.0,2020,OCT
2020-11-01,1,0.0,45.0,45.0,0.0,43.0,43.0,0.0,,3.0,2.0,10.0,,88.0,0.0,5.0,93.0,2020,NOV
2020-11-02,2,0.0,30.0,30.0,0.0,29.0,29.0,0.0,,13.0,1.0,4.0,,59.0,0.0,14.0,73.0,2020,NOV
2020-11-03,3,0.0,22.0,22.0,1.0,16.0,17.0,0.0,,13.0,4.0,5.0,,39.0,0.0,17.0,56.0,2020,NOV
2020-11-04,4,3.0,22.0,25.0,7.0,19.0,26.0,0.0,,8.0,5.0,3.0,,51.0,0.0,13.0,64.0,2020,NOV
2020-11-05,5,4.0,21.0,25.0,6.0,21.0,27.0,0.0,,14.0,5.0,22.0,,52.0,0.0,19.0,71.0,2020,NOV
2020-11-06,6,31.0,0.0,31.0,34.0,0.0,34.0,0.0,,12.0,4.0,9.0,,65.0,0.0,16.0,81.0,2020,NOV
2020-11-07,7,29.0,0.0,29.0,28.0,0.0,28.0,0.0,,1.0,13.0,33.0,,57.0,0.0,14.0,71.0,2020,NOV
2020-11-08,8,34.0,0.0,34.0,35.0,0.0,35.0,0.0,,2.0,7.0,0.0,,69.0,0.0,9.0,78.0,2020,NOV
2020-11-09,9,20.0,3.0,23.0,17.0,5.0,22.0,0.0,,7.0,3.0,9.0,,45.0,0.0,10.0,55.0,2020,NOV
2020-11-10,10,17.0,0.0,17.0,16.0,1.0,17.0,0.0,,11.0,2.0,5.0,,34.0,0.0,13.0,47.0,2020,NOV
2020-11-11,11,16.0,6.0,22.0,17.0,5.0,22.0,0.0,,11.0,4.0,10.0,,44.0,0.0,15.0,59.0,2020,NOV
2020-11-12,12,19.0,13.0,32.0,14.0,11.0,25.0,0.0,,19.0,4.0,16.0,,57.0,0.0,23.0,80.0,2020,NOV
2020-11-13,13,0.0,30.0,30.0,0.0,34.0,34.0,0.0,,13.0,2.0,15.0,,64.0,0.0,15.0,79.0,2020,NOV
2020-11-14,14,10.0,10.0,20.0,12.0,9.0,21.0,0.0,,14.0,1.0,8.0,,41.0,0.0,15.0,56.0,2020,NOV
2020-11-15,15,17.0,5.0,22.0,20.0,2.0,22.0,0.0,,3.0,0.0,4.0,,44.0,0.0,3.0,47.0,2020,NOV
2020-11-16,16,13.0,9.0,22.0,7.0,12.0,19.0,0.0,,14.0,4.0,10.0,,41.0,0.0,18.0,59.0,2020,NOV
2020-11-17,17,14.0,3.0,17.0,13.0,3.0,16.0,0.0,,17.0,3.0,12.0,,33.0,0.0,20.0,53.0,2020,NOV
2020-11-18,18,13.0,0.0,13.0,19.0,0.0,19.0,0.0,,16.0,4.0,22.0,,32.0,0.0,20.0,52.0,2020,NOV
2020-11-19,19,23.0,0.0,23.0,18.0,0.0,18.0,0.0,,5.0,4.0,2.0,,41.0,0.0,9.0,50.0,2020,NOV
2020-11-20,20,10.0,22.0,32.0,10.0,18.0,28.0,0.0,,4.0,2.0,2.0,,60.0,0.0,6.0,66.0,2020,NOV
2020-11-21,21,12.0,0.0,12.0,11.0,3.0,14.0,0.0,,8.0,2.0,16.0,,26.0,0.0,10.0,36.0,2020,NOV
2020-11-22,22,15.0,0.0,15.0,17.0,1.0,18.0,0.0,,6.0,0.0,17.0,,33.0,0.0,6.0,39.0,2020,NOV
2020-11-23,23,18.0,0.0,18.0,18.0,0.0,18.0,0.0,,13.0,7.0,16.0,,36.0,0.0,20.0,56.0,2020,NOV
2020-11-24,24,20.0,0.0,20.0,20.0,3.0,23.0,0.0,,11.0,4.0,21.0,,43.0,0.0,15.0,58.0,2020,NOV
2020-11-25,25,20.0,0.0,20.0,21.0,0.0,21.0,0.0,,8.0,3.0,12.0,,41.0,0.0,11.0,52.0,2020,NOV
2020-11-26,26,19.0,0.0,19.0,18.0,0.0,18.0,0.0,,8.0,4.0,10.0,,37.0,0.0,12.0,49.0,2020,NOV
2020-11-27,27,23.0,0.0,23.0,23.0,0.0,23.0,0.0,,5.0,2.0,11.0,,46.0,0.0,7.0,53.0,2020,NOV
2020-11-28,28,7.0,0.0,7.0,8.0,0.0,8.0,0.0,,7.0,1.0,19.0,,15.0,0.0,8.0,23.0,2020,NOV
2020-11-29,29,20.0,0.0,20.0,20.0,1.0,21.0,0.0,,0.0,1.0,0.0,,41.0,0.0,1.0,42.0,2020,NOV
2020-11-30,30,6.0,17.0,23.0,6.0,15.0,21.0,0.0,,6.0,0.0,17.0,,44.0,0.0,6.0,50.0,2020,NOV
2020-12-01,1,16.0,0.0,16.0,11.0,0.0,11.0,0.0,,8.0,4.0,2.0,,27.0,0.0,12.0,39.0,2020,DEC
2020-12-02,2,21.0,0.0,21.0,20.0,3.0,23.0,0.0,,10.0,1.0,22.0,,44.0,0.0,11.0,55.0,2020,DEC
2020-12-03,3,17.0,0.0,17.0,17.0,0.0,17.0,0.0,,8.0,6.0,11.0,,34.0,0.0,14.0,48.0,2020,DEC
2020-12-04,4,19.0,9.0,28.0,20.0,8.0,28.0,0.0,,7.0,2.0,22.0,,56.0,0.0,9.0,65.0,2020,DEC
2020-12-05,5,6.0,2.0,8.0,5.0,1.0,6.0,0.0,,10.0,2.0,4.0,,14.0,0.0,12.0,26.0,2020,DEC
2020-12-06,6,11.0,10.0,21.0,12.0,11.0,23.0,0.0,,9.0,2.0,12.0,,44.0,0.0,11.0,55.0,2020,DEC
2020-12-07,7,0.0,22.0,22.0,0.0,25.0,25.0,0.0,,10.0,9.0,10.0,,47.0,0.0,19.0,66.0,2020,DEC
2020-12-08,8,0.0,16.0,16.0,0.0,11.0,11.0,0.0,,14.0,4.0,11.0,,27.0,0.0,18.0,45.0,2020,DEC
2020-12-09,9,1.0,16.0,17.0,0.0,21.0,21.0,0.0,,14.0,7.0,26.0,,38.0,0.0,21.0,59.0,2020,DEC
2020-12-10,10,1.0,14.0,15.0,0.0,17.0,17.0,1.0,,10.0,11.0,12.0,,32.0,1.0,21.0,54.0,2020,DEC
2020-12-11,11,0.0,36.0,36.0,0.0,30.0,30.0,0.0,,8.0,4.0,14.0,,66.0,0.0,12.0,78.0,2020,DEC
2020-12-12,12,0.0,14.0,14.0,0.0,13.0,13.0,0.0,,22.0,2.0,26.0,,27.0,0.0,24.0,51.0,2020,DEC
2020-12-13,13,0.0,22.0,22.0,0.0,22.0,22.0,0.0,,1.0,1.0,11.0,,44.0,0.0,2.0,46.0,2020,DEC
2020-12-14,14,6.0,19.0,25.0,5.0,22.0,27.0,0.0,,0.0,0.0,0.0,,52.0,0.0,0.0,52.0,2020,DEC
2020-12-15,15,24.0,0.0,24.0,20.0,1.0,21.0,0.0,,0.0,0.0,0.0,,45.0,0.0,0.0,45.0,2020,DEC
2020-12-16,16,22.0,0.0,22.0,26.0,0.0,26.0,0.0,,6.0,5.0,15.0,,48.0,0.0,11.0,59.0,2020,DEC
2020-12-17,17,29.0,0.0,29.0,31.0,0.0,31.0,0.0,,16.0,6.0,27.0,,60.0,0.0,22.0,82.0,2020,DEC
2020-12-18,18,4.0,37.0,41.0,1.0,36.0,37.0,0.0,,17.0,2.0,29.0,,78.0,0.0,19.0,97.0,2020,DEC
2020-12-19,19,0.0,21.0,21.0,0.0,22.0,22.0,0.0,,24.0,1.0,22.0,,43.0,0.0,25.0,68.0,2020,DEC
2020-12-20,20,30.0,5.0,35.0,31.0,3.0,34.0,0.0,,4.0,1.0,2.0,,69.0,0.0,5.0,74.0,2020,DEC
2020-12-21,21,20.0,6.0,26.0,19.0,7.0,26.0,0.0,,13.0,3.0,35.0,,52.0,0.0,16.0,68.0,2020,DEC
2020-12-22,22,10.0,11.0,21.0,6.0,17.0,23.0,0.0,,10.0,2.0,24.0,,44.0,0.0,12.0,56.0,2020,DEC
2020-12-23,23,16.0,18.0,34.0,9.0,23.0,32.0,0.0,,20.0,3.0,25.0,,66.0,0.0,23.0,89.0,2020,DEC
2020-12-24,24,18.0,3.0,21.0,19.0,5.0,24.0,0.0,,15.0,4.0,24.0,,45.0,0.0,19.0,64.0,2020,DEC
2020-12-25,25,9.0,6.0,15.0,13.0,4.0,17.0,0.0,,0.0,0.0,0.0,,32.0,0.0,0.0,32.0,2020,DEC
2020-12-26,26,2.0,0.0,2.0,20.0,0.0,20.0,0.0,,2.0,1.0,0.0,,22.0,0.0,3.0,25.0,2020,DEC
2020-12-27,27,22.0,0.0,22.0,21.0,0.0,21.0,0.0,,7.0,0.0,4.0,,43.0,0.0,7.0,50.0,2020,DEC
2020-12-28,28,24.0,0.0,24.0,24.0,0.0,24.0,0.0,,9.0,3.0,0.0,,48.0,0.0,12.0,60.0,2020,DEC
2020-12-29,29,21.0,0.0,21.0,22.0,0.0,22.0,0.0,,13.0,6.0,15.0,,43.0,0.0,19.0,62.0,2020,DEC
2020-12-30,30,23.0,0.0,23.0,23.0,0.0,23.0,0.0,,14.0,8.0,17.0,,46.0,0.0,22.0,68.0,2020,DEC
2020-12-31,31,9.0,0.0,9.0,12.0,0.0,12.0,0.0,,19.0,0.0,9.0,,21.0,0.0,19.0,40.0,2020,DEC
2021-01-01,1,5.0,0.0,5.0,5.0,0.0,5.0,0.0,,0.0,0.0,0.0,,10.0,0.0,0.0,10.0,2021,JAN
2021-01-02,2,23.0,0.0,23.0,15.0,0.0,15.0,0.0,,21.0,0.0,19.0,,38.0,0.0,21.0,59.0,2021,JAN
2021-01-03,3,10.0,0.0,10.0,25.0,0.0,25.0,0.0,,6.0,0.0,2.0,,35.0,0.0,6.0,41.0,2021,JAN
2021-01-04,4,30.0,0.0,30.0,28.0,0.0,28.0,0.0,,0.0,8.0,22.0,,58.0,0.0,8.0,66.0,2021,JAN
2021-01-05,5,19.0,1.0,20.0,20.0,0.0,20.0,0.0,,18.0,7.0,17.0,,40.0,0.0,25.0,65.0,2021,JAN
2021-01-06,6,23.0,0.0,23.0,21.0,0.0,21.0,0.0,,8.0,0.0,14.0,,44.0,0.0,8.0,52.0,2021,JAN
2021-01-07,7,15.0,0.0,15.0,19.0,2.0,21.0,0.0,,15.0,4.0,27.0,,36.0,0.0,19.0,55.0,2021,JAN
